CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
304,100090378202500304,202500304,2025-07-07,1656,378,1,1,1,2,1,18,2025-07-07T00:00:00,2025-07-08T01:00:00,2025-07-07T00:00:00,14.354637,74.119096,Case registered at Chikkamagaluru PS 4 regarding attempt to murder. Investigation ongoing under IO Zehaan.
305,100050206202500305,202500305,2025-09-22,1933,206,1,2,2,4,2,9,2025-09-22T00:00:00,2025-09-22T23:00:00,2025-09-22T00:00:00,15.010215,74.512075,Case registered at Bengaluru Urban PS 34 regarding theft. Investigation ongoing under IO Kamala.
306,100020066202300306,202300306,2023-01-03,1098,66,1,2,1,3,2,3,2023-01-03T00:00:00,2023-01-03T07:00:00,2023-01-03T00:00:00,13.151577,78.093572,Case registered at Ballari PS 37 regarding grievous hurt. Investigation ongoing under IO Yashica.
307,100271003202600307,202600307,2026-02-13,2148,1003,4,2,5,14,1,53,2026-02-13T00:00:00,2026-02-13T05:00:00,2026-02-13T00:00:00,17.901113,74.079091,Case registered at Udupi PS 23 regarding criminal breach of trust. Investigation ongoing under IO Tanish.
308,100050264202600308,202600308,2026-02-01,2276,264,1,2,1,3,4,9,2026-02-01T00:00:00,2026-02-01T23:00:00,2026-02-01T00:00:00,11.753495,75.02126,Case registered at Bengaluru Urban PS 92 regarding grievous hurt. Investigation ongoing under IO Ojas.
309,100020043202600309,202600309,2026-01-20,1717,43,2,2,2,4,2,4,2026-01-20T00:00:00,2026-01-20T20:00:00,2026-01-20T00:00:00,15.451783,74.224659,Case registered at Ballari PS 14 regarding theft. Investigation ongoing under IO Aradhana.
310,100040170202500310,202500310,2025-03-28,382,170,1,2,4,12,4,8,2025-03-28T00:00:00,2025-03-29T14:00:00,2025-03-28T00:00:00,16.114399,74.317916,Case registered at Bengaluru Rural PS 27 regarding public nuisance. Investigation ongoing under IO Kala.
311,100080357202400311,202400311,2024-03-11,1862,357,1,1,1,1,3,16,2024-03-11T00:00:00,2024-03-11T16:00:00,2024-03-11T00:00:00,12.352154,75.522572,Case registered at Chikkaballapur PS 12 regarding murder. Investigation ongoing under IO Brijesh.
312,100080372202400312,202400312,2024-03-31,571,372,3,2,3,10,2,15,2024-03-31T00:00:00,2024-03-31T09:00:00,2024-03-31T00:00:00,11.913413,74.093177,Case registered at Chikkaballapur PS 27 regarding sexual assault. Investigation ongoing under IO Urvi.
313,100080361202500313,202500313,2025-04-11,21,361,1,2,2,7,2,15,2025-04-11T00:00:00,2025-04-11T14:00:00,2025-04-11T00:00:00,17.171966,77.457012,Case registered at Chikkaballapur PS 16 regarding vehicle theft. Investigation ongoing under IO Theodore.
314,100030127202300314,202300314,2023-01-05,1400,127,1,2,1,1,2,6,2023-01-05T00:00:00,2023-01-06T01:00:00,2023-01-05T00:00:00,12.594329,77.871757,Case registered at Belagavi PS 41 regarding murder. Investigation ongoing under IO Wyatt.
315,100301095202300315,202300315,2023-06-04,1807,1095,1,2,4,12,3,59,2023-06-04T00:00:00,2023-06-04T08:00:00,2023-06-04T00:00:00,14.618778,77.598908,Case registered at Yadgir PS 28 regarding public nuisance. Investigation ongoing under IO Jack.
316,100040152202600316,202600316,2026-07-03,284,152,1,2,2,5,3,8,2026-07-03T00:00:00,2026-07-04T05:00:00,2026-07-03T00:00:00,14.853531,76.516635,Case registered at Bengaluru Rural PS 9 regarding robbery. Investigation ongoing under IO Vinaya.
317,100150583202500317,202500317,2025-11-15,344,583,1,2,2,7,1,29,2025-11-15T00:00:00,2025-11-15T03:00:00,2025-11-15T00:00:00,15.722663,74.8858,Case registered at Hassan PS 7 regarding vehicle theft. Investigation ongoing under IO Kalpit.
318,100130529202300318,202300318,2023-07-31,2036,529,1,2,5,13,2,25,2023-07-31T00:00:00,2023-07-31T14:00:00,2023-07-31T00:00:00,17.600216,75.567805,Case registered at Dharwad PS 11 regarding cheating. Investigation ongoing under IO Raagini.
319,100210791202600319,202600319,2026-06-10,2167,791,1,2,4,12,2,42,2026-06-10T00:00:00,2026-06-10T18:00:00,2026-06-10T00:00:00,15.603028,74.734817,Case registered at Mandya PS 13 regarding public nuisance. Investigation ongoing under IO Gaurangi.
320,100220864202300320,202300320,2023-09-16,735,864,2,2,4,12,2,43,2023-09-16T00:00:00,2023-09-17T16:00:00,2023-09-16T00:00:00,16.629927,77.229905,Case registered at Mysuru PS 57 regarding public nuisance. Investigation ongoing under IO Faqid.
321,100010013202400321,202400321,2024-08-10,561,13,3,2,4,12,2,2,2024-08-10T00:00:00,2024-08-10T02:00:00,2024-08-10T00:00:00,16.347179,74.238922,Case registered at Bagalkot PS 13 regarding public nuisance. Investigation ongoing under IO Hritik.
322,100220809202500322,202500322,2025-09-26,49,809,1,2,6,16,2,44,2025-09-26T00:00:00,2025-09-27T10:00:00,2025-09-26T00:00:00,15.884953,77.086151,Case registered at Mysuru PS 2 regarding identity theft. Investigation ongoing under IO Kashvi.
323,100100420202400323,202400323,2024-03-11,94,420,1,2,4,12,4,19,2024-03-11T00:00:00,2024-03-12T15:00:00,2024-03-11T00:00:00,17.981833,77.180154,Case registered at Chitradurga PS 17 regarding public nuisance. Investigation ongoing under IO Hemal.
324,100050192202600324,202600324,2026-02-28,4,192,3,2,3,8,1,10,2026-02-28T00:00:00,2026-02-28T23:00:00,2026-02-28T00:00:00,13.58406,74.504732,Case registered at Bengaluru Urban PS 20 regarding domestic violence. Investigation ongoing under IO Girik.
325,100291043202400325,202400325,2024-11-27,783,1043,1,2,2,6,2,57,2024-11-27T00:00:00,2024-11-28T07:00:00,2024-11-27T00:00:00,13.466195,76.970341,Case registered at Vijayapura PS 5 regarding burglary. Investigation ongoing under IO Vasudha.
326,100020074202300326,202300326,2023-07-06,634,74,4,2,5,13,3,3,2023-07-06T00:00:00,2023-07-07T21:00:00,2023-07-06T00:00:00,14.352629,76.789023,Case registered at Ballari PS 45 regarding cheating. Investigation ongoing under IO Kashvi.
327,100170682202600327,202600327,2026-01-03,1461,682,1,2,2,6,2,33,2026-01-03T00:00:00,2026-01-04T05:00:00,2026-01-03T00:00:00,15.598825,75.941117,Case registered at Kalaburagi PS 48 regarding burglary. Investigation ongoing under IO Utkarsh.
328,100140549202500328,202500328,2025-05-21,18,549,1,2,4,11,3,27,2025-05-21T00:00:00,2025-05-21T22:00:00,2025-05-21T00:00:00,11.643928,77.627988,Case registered at Gadag PS 2 regarding gambling. Investigation ongoing under IO Amara.
329,100230874202300329,202300329,2023-08-07,781,874,4,2,1,3,4,45,2023-08-07T00:00:00,2023-08-08T07:00:00,2023-08-07T00:00:00,15.239162,76.595793,Case registered at Raichur PS 10 regarding grievous hurt. Investigation ongoing under IO Timothy.
330,100281033202500330,202500330,2025-03-09,36,1033,1,2,5,13,2,55,2025-03-09T00:00:00,2025-03-09T10:00:00,2025-03-09T00:00:00,12.595703,74.22103,Case registered at Uttara Kannada PS 24 regarding cheating. Investigation ongoing under IO Adya.
331,100200774202500331,202500331,2025-12-09,1090,774,3,2,2,6,1,40,2025-12-09T00:00:00,2025-12-09T19:00:00,2025-12-09T00:00:00,12.635906,78.306378,Case registered at Koppal PS 25 regarding burglary. Investigation ongoing under IO Chanchal.
332,100250940202300332,202300332,2023-02-13,1726,940,1,2,3,9,1,49,2023-02-13T00:00:00,2023-02-14T14:00:00,2023-02-13T00:00:00,13.87511,77.627518,Case registered at Shivamogga PS 18 regarding dowry harassment. Investigation ongoing under IO Pooja.
333,100170689202600333,202600333,2026-05-09,904,689,1,2,5,13,1,33,2026-05-09T00:00:00,2026-05-10T15:00:00,2026-05-09T00:00:00,14.035465,78.114382,Case registered at Kalaburagi PS 55 regarding cheating. Investigation ongoing under IO Devansh.
334,100020047202400334,202400334,2024-03-01,1670,47,1,2,4,11,2,3,2024-03-01T00:00:00,2024-03-02T02:00:00,2024-03-01T00:00:00,16.895025,74.65314,Case registered at Ballari PS 18 regarding gambling. Investigation ongoing under IO Dhruv.
335,100200773202300335,202300335,2023-02-05,2292,773,1,2,5,13,3,40,2023-02-05T00:00:00,2023-02-05T08:00:00,2023-02-05T00:00:00,13.017606,74.658908,Case registered at Koppal PS 24 regarding cheating. Investigation ongoing under IO Madhavi.
336,100301078202600336,202600336,2026-05-03,467,1078,1,2,1,3,3,60,2026-05-03T00:00:00,2026-05-03T03:00:00,2026-05-03T00:00:00,17.404534,76.445795,Case registered at Yadgir PS 11 regarding grievous hurt. Investigation ongoing under IO Abdul.
337,100110452202600337,202600337,2026-07-21,994,452,1,2,4,11,3,22,2026-07-21T00:00:00,2026-07-21T02:00:00,2026-07-21T00:00:00,12.758677,78.214474,Case registered at Dakshina Kannada PS 20 regarding gambling. Investigation ongoing under IO Ishanvi.
338,100120501202300338,202300338,2023-01-18,831,501,3,2,4,12,2,24,2023-01-18T00:00:00,2023-01-19T14:00:00,2023-01-18T00:00:00,18.255377,74.435457,Case registered at Davanagere PS 12 regarding public nuisance. Investigation ongoing under IO Om.
339,100050202202500339,202500339,2025-11-08,2175,202,1,2,4,11,2,9,2025-11-08T00:00:00,2025-11-09T11:00:00,2025-11-08T00:00:00,14.382336,75.086463,Case registered at Bengaluru Urban PS 30 regarding gambling. Investigation ongoing under IO Kalpit.
340,100170666202300340,202300340,2023-12-13,1900,666,1,2,6,15,1,33,2023-12-13T00:00:00,2023-12-13T07:00:00,2023-12-13T00:00:00,17.09728,76.601763,Case registered at Kalaburagi PS 32 regarding online fraud. Investigation ongoing under IO Patrick.
341,100210794202400341,202400341,2024-11-06,2342,794,1,2,5,13,1,41,2024-11-06T00:00:00,2024-11-06T23:00:00,2024-11-06T00:00:00,15.613573,78.365423,Case registered at Mandya PS 16 regarding cheating. Investigation ongoing under IO Aarna.
342,100110478202300342,202300342,2023-02-04,74,478,2,2,5,13,1,21,2023-02-04T00:00:00,2023-02-05T18:00:00,2023-02-04T00:00:00,13.911289,74.060687,Case registered at Dakshina Kannada PS 46 regarding cheating. Investigation ongoing under IO Dipta.
343,100090401202300343,202300343,2023-02-10,1735,401,3,2,3,8,1,18,2023-02-10T00:00:00,2023-02-12T00:00:00,2023-02-10T00:00:00,14.071664,76.160038,Case registered at Chikkamagaluru PS 27 regarding domestic violence. Investigation ongoing under IO Ganga.
344,100030135202400344,202400344,2024-07-28,1450,135,1,2,4,12,4,5,2024-07-28T00:00:00,2024-07-29T09:00:00,2024-07-28T00:00:00,16.130548,78.013872,Case registered at Belagavi PS 49 regarding public nuisance. Investigation ongoing under IO Chatura.
345,100110448202400345,202400345,2024-05-30,2446,448,1,2,6,16,3,21,2024-05-30T00:00:00,2024-05-30T20:00:00,2024-05-30T00:00:00,14.021011,77.510531,Case registered at Dakshina Kannada PS 16 regarding identity theft. Investigation ongoing under IO Charles.
346,100010010202400346,202400346,2024-05-09,1373,10,1,2,1,1,2,2,2024-05-09T00:00:00,2024-05-09T09:00:00,2024-05-09T00:00:00,12.347583,74.176877,Case registered at Bagalkot PS 10 regarding murder. Investigation ongoing under IO Warda.
347,100170678202400347,202400347,2024-01-21,458,678,1,2,6,15,1,34,2024-01-21T00:00:00,2024-01-21T11:00:00,2024-01-21T00:00:00,15.51751,75.263948,Case registered at Kalaburagi PS 44 regarding online fraud. Investigation ongoing under IO Anjali.
348,100040166202600348,202600348,2026-04-12,1247,166,1,2,1,1,1,8,2026-04-12T00:00:00,2026-04-13T21:00:00,2026-04-12T00:00:00,13.726119,77.14761,Case registered at Bengaluru Rural PS 23 regarding murder. Investigation ongoing under IO Vaishnavi.
349,100130528202300349,202300349,2023-07-27,2105,528,1,2,4,11,1,25,2023-07-27T00:00:00,2023-07-28T05:00:00,2023-07-27T00:00:00,15.075915,77.604266,Case registered at Dharwad PS 10 regarding gambling. Investigation ongoing under IO Madhavi.
350,100220858202500350,202500350,2025-06-21,882,858,1,2,1,1,1,43,2025-06-21T00:00:00,2025-06-22T12:00:00,2025-06-21T00:00:00,17.228936,76.442672,Case registered at Mysuru PS 51 regarding murder. Investigation ongoing under IO Advik.
351,100110487202300351,202300351,2023-08-08,1482,487,1,2,2,7,3,22,2023-08-08T00:00:00,2023-08-09T16:00:00,2023-08-08T00:00:00,14.174458,74.850105,Case registered at Dakshina Kannada PS 55 regarding vehicle theft. Investigation ongoing under IO Kamya.
352,100200763202400352,202400352,2024-04-05,643,763,3,2,1,1,3,40,2024-04-05T00:00:00,2024-04-05T07:00:00,2024-04-05T00:00:00,14.88878,77.119737,Case registered at Koppal PS 14 regarding murder. Investigation ongoing under IO Yashvi.
353,100170660202500353,202500353,2025-06-25,1983,660,1,2,4,12,1,33,2025-06-25T00:00:00,2025-06-26T20:00:00,2025-06-25T00:00:00,14.041097,76.598448,Case registered at Kalaburagi PS 26 regarding public nuisance. Investigation ongoing under IO Thomas.
354,100170635202400354,202400354,2024-12-10,2061,635,3,2,2,6,2,34,2024-12-10T00:00:00,2024-12-10T04:00:00,2024-12-10T00:00:00,11.92117,76.98344,Case registered at Kalaburagi PS 1 regarding burglary. Investigation ongoing under IO Agastya.
355,100030092202300355,202300355,2023-06-04,1829,92,3,2,5,13,1,5,2023-06-04T00:00:00,2023-06-04T16:00:00,2023-06-04T00:00:00,17.525163,75.442432,Case registered at Belagavi PS 6 regarding cheating. Investigation ongoing under IO Zehaan.
356,100210793202500356,202500356,2025-12-07,911,793,1,2,6,16,2,41,2025-12-07T00:00:00,2025-12-08T19:00:00,2025-12-07T00:00:00,13.215401,76.600565,Case registered at Mandya PS 15 regarding identity theft. Investigation ongoing under IO Mason.
357,100250936202300357,202300357,2023-08-22,113,936,1,1,3,10,3,50,2023-08-22T00:00:00,2023-08-22T01:00:00,2023-08-22T00:00:00,12.308557,74.996781,Case registered at Shivamogga PS 14 regarding sexual assault. Investigation ongoing under IO Triveni.
358,100281027202500358,202500358,2025-10-21,986,1027,1,2,2,7,2,56,2025-10-21T00:00:00,2025-10-22T01:00:00,2025-10-21T00:00:00,12.324552,77.414052,Case registered at Uttara Kannada PS 18 regarding vehicle theft. Investigation ongoing under IO Kalpit.
359,100150592202500359,202500359,2025-02-18,1562,592,4,2,3,9,1,30,2025-02-18T00:00:00,2025-02-18T19:00:00,2025-02-18T00:00:00,12.992596,75.004697,Case registered at Hassan PS 16 regarding dowry harassment. Investigation ongoing under IO Mason.
360,100220864202400360,202400360,2024-02-29,1963,864,3,2,4,12,1,44,2024-02-29T00:00:00,2024-03-01T13:00:00,2024-02-29T00:00:00,14.240427,75.734695,Case registered at Mysuru PS 57 regarding public nuisance. Investigation ongoing under IO Damini.
361,100040162202400361,202400361,2024-12-06,2433,162,1,2,2,5,1,7,2024-12-06T00:00:00,2024-12-06T22:00:00,2024-12-06T00:00:00,14.881369,74.265195,Case registered at Bengaluru Rural PS 19 regarding robbery. Investigation ongoing under IO Ishita.
362,100291063202400362,202400362,2024-01-30,1829,1063,1,2,5,13,3,58,2024-01-30T00:00:00,2024-01-31T07:00:00,2024-01-30T00:00:00,16.033625,77.900719,Case registered at Vijayapura PS 25 regarding cheating. Investigation ongoing under IO Zehaan.
363,100220839202400363,202400363,2024-11-18,2265,839,4,2,3,10,2,43,2024-11-18T00:00:00,2024-11-18T01:00:00,2024-11-18T00:00:00,18.365326,78.100375,Case registered at Mysuru PS 32 regarding sexual assault. Investigation ongoing under IO Onveer.
364,100220858202600364,202600364,2026-05-07,1999,858,1,2,4,11,4,43,2026-05-07T00:00:00,2026-05-07T14:00:00,2026-05-07T00:00:00,12.203024,77.860229,Case registered at Mysuru PS 51 regarding gambling. Investigation ongoing under IO Keya.
365,100050236202500365,202500365,2025-03-07,1727,236,1,2,6,15,4,9,2025-03-07T00:00:00,2025-03-08T10:00:00,2025-03-07T00:00:00,12.122796,76.824033,Case registered at Bengaluru Urban PS 64 regarding online fraud. Investigation ongoing under IO Sanaya.
366,100110481202600366,202600366,2026-05-09,628,481,3,2,5,13,2,22,2026-05-09T00:00:00,2026-05-10T17:00:00,2026-05-09T00:00:00,18.394496,75.002005,Case registered at Dakshina Kannada PS 49 regarding cheating. Investigation ongoing under IO Advay.
367,100080374202400367,202400367,2024-01-20,1619,374,1,2,1,1,1,16,2024-01-20T00:00:00,2024-01-20T14:00:00,2024-01-20T00:00:00,14.034451,74.449272,Case registered at Chikkaballapur PS 29 regarding murder. Investigation ongoing under IO Amara.
368,100311103202500368,202500368,2025-08-09,2480,1103,1,1,3,10,3,61,2025-08-09T00:00:00,2025-08-09T13:00:00,2025-08-09T00:00:00,14.734135,76.925835,Case registered at Vijayanagara PS 7 regarding sexual assault. Investigation ongoing under IO Yochana.
369,100080350202400369,202400369,2024-07-07,252,350,1,2,5,13,2,15,2024-07-07T00:00:00,2024-07-07T21:00:00,2024-07-07T00:00:00,12.856827,75.079567,Case registered at Chikkaballapur PS 5 regarding cheating. Investigation ongoing under IO Turvi.
370,100170689202500370,202500370,2025-05-03,1168,689,4,2,1,3,1,34,2025-05-03T00:00:00,2025-05-04T16:00:00,2025-05-03T00:00:00,13.99056,76.856587,Case registered at Kalaburagi PS 55 regarding grievous hurt. Investigation ongoing under IO Udarsh.
371,100040145202300371,202300371,2023-02-25,1095,145,1,1,3,9,1,7,2023-02-25T00:00:00,2023-02-25T16:00:00,2023-02-25T00:00:00,11.839582,78.401327,Case registered at Bengaluru Rural PS 2 regarding dowry harassment. Investigation ongoing under IO Balendra.
372,100020034202600372,202600372,2026-06-26,610,34,2,1,3,8,1,4,2026-06-26T00:00:00,2026-06-28T00:00:00,2026-06-26T00:00:00,14.487551,74.817303,Case registered at Ballari PS 5 regarding domestic violence. Investigation ongoing under IO Gaurav.
373,100120511202600373,202600373,2026-02-25,2272,511,1,2,5,13,1,23,2026-02-25T00:00:00,2026-02-25T02:00:00,2026-02-25T00:00:00,14.658414,74.939331,Case registered at Davanagere PS 22 regarding cheating. Investigation ongoing under IO Avi.
374,100250933202400374,202400374,2024-03-10,1647,933,3,2,3,10,3,50,2024-03-10T00:00:00,2024-03-11T16:00:00,2024-03-10T00:00:00,14.521956,76.709597,Case registered at Shivamogga PS 11 regarding sexual assault. Investigation ongoing under IO Ishaan.
375,100301073202400375,202400375,2024-06-17,421,1073,2,2,6,16,1,60,2024-06-17T00:00:00,2024-06-18T23:00:00,2024-06-17T00:00:00,17.239031,75.926624,Case registered at Yadgir PS 6 regarding identity theft. Investigation ongoing under IO Benjamin.
376,100140570202400376,202400376,2024-10-25,1676,570,2,1,1,3,2,27,2024-10-25T00:00:00,2024-10-25T09:00:00,2024-10-25T00:00:00,14.894413,75.429987,Case registered at Gadag PS 23 regarding grievous hurt. Investigation ongoing under IO Aashi.
377,100271005202500377,202500377,2025-05-26,2107,1005,2,2,4,12,4,53,2025-05-26T00:00:00,2025-05-26T16:00:00,2025-05-26T00:00:00,15.878458,77.498719,Case registered at Udupi PS 25 regarding public nuisance. Investigation ongoing under IO Gayathri.
378,100281032202500378,202500378,2025-01-25,1883,1032,1,2,6,16,2,56,2025-01-25T00:00:00,2025-01-25T14:00:00,2025-01-25T00:00:00,16.761109,74.224354,Case registered at Uttara Kannada PS 23 regarding identity theft. Investigation ongoing under IO Gaurav.
379,100200760202500379,202500379,2025-06-19,196,760,1,2,1,2,2,39,2025-06-19T00:00:00,2025-06-19T20:00:00,2025-06-19T00:00:00,17.29975,78.075181,Case registered at Koppal PS 11 regarding attempt to murder. Investigation ongoing under IO Qabil.
380,100120491202400380,202400380,2024-08-07,567,491,3,2,6,16,2,23,2024-08-07T00:00:00,2024-08-07T17:00:00,2024-08-07T00:00:00,14.633651,76.114601,Case registered at Davanagere PS 2 regarding identity theft. Investigation ongoing under IO Kashvi.
381,100100410202400381,202400381,2024-09-02,852,410,1,2,3,9,1,19,2024-09-02T00:00:00,2024-09-02T03:00:00,2024-09-02T00:00:00,16.963611,76.959409,Case registered at Chitradurga PS 7 regarding dowry harassment. Investigation ongoing under IO Nakul.
382,100230866202500382,202500382,2025-01-18,534,866,1,2,2,5,4,46,2025-01-18T00:00:00,2025-01-19T19:00:00,2025-01-18T00:00:00,18.290203,76.90397,Case registered at Raichur PS 2 regarding robbery. Investigation ongoing under IO Hiral.
383,100220864202300383,202300383,2023-06-09,1288,864,1,2,6,16,4,43,2023-06-09T00:00:00,2023-06-09T21:00:00,2023-06-09T00:00:00,15.323806,77.141098,Case registered at Mysuru PS 57 regarding identity theft. Investigation ongoing under IO Rishi.
384,100210786202600384,202600384,2026-01-26,1528,786,3,2,6,15,3,42,2026-01-26T00:00:00,2026-01-27T14:00:00,2026-01-26T00:00:00,14.347989,78.498574,Case registered at Mandya PS 8 regarding online fraud. Investigation ongoing under IO Dalbir.
385,100120496202600385,202600385,2026-06-30,275,496,1,2,2,5,1,24,2026-06-30T00:00:00,2026-07-01T11:00:00,2026-06-30T00:00:00,12.057182,78.028085,Case registered at Davanagere PS 7 regarding robbery. Investigation ongoing under IO Lakshmi.
386,100050263202300386,202300386,2023-01-06,1156,263,1,2,5,14,1,9,2023-01-06T00:00:00,2023-01-07T09:00:00,2023-01-06T00:00:00,17.831003,75.039279,Case registered at Bengaluru Urban PS 91 regarding criminal breach of trust. Investigation ongoing under IO Amrita.
387,100060290202400387,202400387,2024-12-28,1714,290,1,2,2,6,3,11,2024-12-28T00:00:00,2024-12-29T10:00:00,2024-12-28T00:00:00,13.97498,78.373985,Case registered at Bidar PS 3 regarding burglary. Investigation ongoing under IO Harshil.
388,100200769202400388,202400388,2024-11-07,1544,769,1,2,5,13,2,39,2024-11-07T00:00:00,2024-11-07T07:00:00,2024-11-07T00:00:00,13.062899,74.945456,Case registered at Koppal PS 20 regarding cheating. Investigation ongoing under IO Mekhala.
389,100050209202300389,202300389,2023-12-22,792,209,1,2,3,8,1,9,2023-12-22T00:00:00,2023-12-22T13:00:00,2023-12-22T00:00:00,13.610916,75.847256,Case registered at Bengaluru Urban PS 37 regarding domestic violence. Investigation ongoing under IO Ganga.
390,100190739202600390,202600390,2026-06-11,1310,739,1,2,6,16,2,38,2026-06-11T00:00:00,2026-06-11T21:00:00,2026-06-11T00:00:00,13.21419,77.681012,Case registered at Kolar PS 19 regarding identity theft. Investigation ongoing under IO Madhav.
391,100210780202600391,202600391,2026-06-15,543,780,1,2,1,3,1,42,2026-06-15T00:00:00,2026-06-16T02:00:00,2026-06-15T00:00:00,12.511184,77.404246,Case registered at Mandya PS 2 regarding grievous hurt. Investigation ongoing under IO Bimala.
392,100190721202500392,202500392,2025-10-05,202,721,1,2,2,7,3,37,2025-10-05T00:00:00,2025-10-06T18:00:00,2025-10-05T00:00:00,12.591217,74.214482,Case registered at Kolar PS 1 regarding vehicle theft. Investigation ongoing under IO Anay.
393,100291057202500393,202500393,2025-03-29,1180,1057,1,2,4,11,2,57,2025-03-29T00:00:00,2025-03-29T17:00:00,2025-03-29T00:00:00,16.980805,77.826066,Case registered at Vijayapura PS 19 regarding gambling. Investigation ongoing under IO Wishi.
394,100050193202500394,202500394,2025-03-07,904,193,1,2,3,9,2,10,2025-03-07T00:00:00,2025-03-08T05:00:00,2025-03-07T00:00:00,15.209733,78.263032,Case registered at Bengaluru Urban PS 21 regarding dowry harassment. Investigation ongoing under IO Devansh.
395,100050201202400395,202400395,2024-02-01,2414,201,1,2,1,2,1,10,2024-02-01T00:00:00,2024-02-02T13:00:00,2024-02-01T00:00:00,17.737345,74.366351,Case registered at Bengaluru Urban PS 29 regarding attempt to murder. Investigation ongoing under IO Yashvi.
396,100030098202500396,202500396,2025-01-10,2298,98,1,2,4,11,1,6,2025-01-10T00:00:00,2025-01-11T03:00:00,2025-01-10T00:00:00,17.602394,78.403639,Case registered at Belagavi PS 12 regarding gambling. Investigation ongoing under IO Wahab.
397,100301096202400397,202400397,2024-01-16,2198,1096,3,2,2,5,4,59,2024-01-16T00:00:00,2024-01-17T00:00:00,2024-01-16T00:00:00,15.183208,74.709607,Case registered at Yadgir PS 29 regarding robbery. Investigation ongoing under IO Ekiya.
398,100260979202400398,202400398,2024-10-22,2457,979,3,2,6,16,2,52,2024-10-22T00:00:00,2024-10-22T18:00:00,2024-10-22T00:00:00,13.466858,77.259273,Case registered at Tumakuru PS 28 regarding identity theft. Investigation ongoing under IO Arjun.
399,100040148202500399,202500399,2025-01-03,458,148,2,2,4,12,2,8,2025-01-03T00:00:00,2025-01-04T23:00:00,2025-01-03T00:00:00,15.199841,75.963132,Case registered at Bengaluru Rural PS 5 regarding public nuisance. Investigation ongoing under IO Anjali.
400,100140576202300400,202300400,2023-10-24,881,576,1,2,3,10,1,27,2023-10-24T00:00:00,2023-10-24T04:00:00,2023-10-24T00:00:00,14.861262,75.886965,Case registered at Gadag PS 29 regarding sexual assault. Investigation ongoing under IO Xalak.
401,100130535202400401,202400401,2024-07-12,632,535,1,1,1,2,3,25,2024-07-12T00:00:00,2024-07-12T18:00:00,2024-07-12T00:00:00,15.782369,76.012125,Case registered at Dharwad PS 17 regarding attempt to murder. Investigation ongoing under IO Chakrika.
402,100060315202500402,202500402,2025-10-23,1464,315,1,2,1,1,4,11,2025-10-23T00:00:00,2025-10-24T20:00:00,2025-10-23T00:00:00,15.388163,77.960119,Case registered at Bidar PS 28 regarding murder. Investigation ongoing under IO Laban.
403,100240914202600403,202600403,2026-02-23,337,914,1,2,1,2,3,47,2026-02-23T00:00:00,2026-02-24T07:00:00,2026-02-23T00:00:00,15.728619,74.297501,Case registered at Ramanagara PS 21 regarding attempt to murder. Investigation ongoing under IO Jason.
404,100291060202400404,202400404,2024-11-19,1803,1060,1,2,4,12,2,58,2024-11-19T00:00:00,2024-11-19T03:00:00,2024-11-19T00:00:00,14.1788,75.468501,Case registered at Vijayapura PS 22 regarding public nuisance. Investigation ongoing under IO Warhi.
405,100050231202400405,202400405,2024-12-09,1912,231,1,2,5,14,1,9,2024-12-09T00:00:00,2024-12-09T22:00:00,2024-12-09T00:00:00,16.115133,74.505033,Case registered at Bengaluru Urban PS 59 regarding criminal breach of trust. Investigation ongoing under IO Darpan.
406,100160633202300406,202300406,2023-07-15,877,633,1,1,3,10,2,32,2023-07-15T00:00:00,2023-07-16T11:00:00,2023-07-15T00:00:00,12.631211,77.959236,Case registered at Haveri PS 28 regarding sexual assault. Investigation ongoing under IO Charvi.
407,100160619202500407,202500407,2025-06-28,1641,619,1,1,1,2,3,32,2025-06-28T00:00:00,2025-06-29T23:00:00,2025-06-28T00:00:00,15.90847,74.441674,Case registered at Haveri PS 14 regarding attempt to murder. Investigation ongoing under IO Xiti.
408,100020040202300408,202300408,2023-06-09,162,40,1,2,5,13,3,4,2023-06-09T00:00:00,2023-06-10T06:00:00,2023-06-09T00:00:00,16.697992,78.324539,Case registered at Ballari PS 11 regarding cheating. Investigation ongoing under IO Vedika.
409,100190748202600409,202600409,2026-03-30,1824,748,3,2,2,7,2,37,2026-03-30T00:00:00,2026-03-31T04:00:00,2026-03-30T00:00:00,13.999996,74.910532,Case registered at Kolar PS 28 regarding vehicle theft. Investigation ongoing under IO Dakshesh.
410,100030097202600410,202600410,2026-05-21,1269,97,1,2,3,8,4,5,2026-05-21T00:00:00,2026-05-21T15:00:00,2026-05-21T00:00:00,14.53905,77.914903,Case registered at Belagavi PS 11 regarding domestic violence. Investigation ongoing under IO Chakradev.
411,100110468202500411,202500411,2025-01-15,2297,468,2,2,4,12,3,22,2025-01-15T00:00:00,2025-01-15T22:00:00,2025-01-15T00:00:00,17.205662,76.362864,Case registered at Dakshina Kannada PS 36 regarding public nuisance. Investigation ongoing under IO Ojasvi.
