ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
603,603,Arya Sodhi,41,7,6,5,1
604,604,Ekapad Sidhu,34,8,3,4,2
605,605,Sara Hari,41,4,6,1,1
606,606,Ganga Natt,48,2,1,2,1
607,607,Aditya Bandi,60,8,6,4,1
608,608,Anirudh Dhar,29,5,2,2,1
609,609,Fitan Deshmukh,18,2,5,1,2
610,610,Azad Sarma,18,3,1,2,2
611,611,Daksha Arora,21,8,5,3,1
612,612,Timothy Nayar,41,1,2,5,2
613,613,Nikita Sur,28,5,5,1,2
614,614,Reva Sood,50,5,6,3,2
615,615,Naksh Natt,24,2,2,1,2
616,616,Mahika Gour,66,5,2,2,2
617,617,Darika Narayanan,46,6,2,3,1
618,618,Ishani Konda,65,4,5,2,2
619,619,Laban Ahuja,40,8,6,2,1
620,620,Irya Verma,50,7,6,4,1
621,621,Aarav Saxena,63,1,6,3,1
622,622,Ira Vohra,27,4,3,2,2
623,623,Ubika Singhal,38,7,2,4,1
624,624,Ekalinga Prashad,63,2,6,1,1
625,625,Yoshita Devi,31,3,1,3,1
626,626,Arunima Mallick,48,3,6,2,1
627,627,Widisha Parmer,20,5,3,1,2
628,628,Gautami Batta,30,2,5,3,1
629,629,Neel Chakraborty,61,6,6,3,1
630,630,Vidhi Atwal,18,5,1,1,2
631,631,Bhavini Kumar,26,5,4,4,2
632,632,Ranveer Dayal,33,2,3,3,2
633,633,Waida Chaudhari,22,2,5,1,1
634,634,Dakshesh Patla,61,6,6,5,2
635,635,Unni Ramakrishnan,21,4,6,3,1
636,636,Anika Ramaswamy,67,5,5,4,2
637,637,Anthony Wason,32,6,6,3,2
638,638,Lakshmi Ranganathan,68,2,6,4,2
639,639,Bhavika Ben,62,6,6,5,2
640,640,Thomas Shankar,70,5,6,1,2
641,641,Naksh Kadakia,49,8,3,2,1
642,642,Kevin Sani,33,2,1,3,1
643,643,Chakradhar Parikh,30,5,1,3,2
644,644,Dayamai Grewal,33,4,1,3,2
645,645,Mitali Wadhwa,35,2,2,1,1
646,646,Joshua Prakash,37,4,6,5,2
647,647,Yashica Palla,22,2,1,4,2
648,648,Jeet Dugal,42,6,1,5,2
649,649,Ekta Savant,47,6,5,1,2
650,650,Mitesh Pal,70,7,3,2,1
651,651,Anya Cheema,45,3,1,3,2
652,652,Veer Solanki,63,4,5,5,1
653,653,Janaki Nagar,35,2,6,4,2
654,654,Anita Badal,40,3,1,5,2
655,655,Nathan Aurora,70,8,6,2,2
656,656,Nitesh Sandhu,49,6,3,2,2
657,657,Sarthak More,69,6,6,5,2
658,658,Arjun Palla,47,4,4,4,1
659,659,Radhika Taneja,24,7,3,4,2
660,660,Pooja Bandi,21,3,3,5,2
661,661,Ucchal Sastry,29,4,6,3,1
662,662,Unnati Anand,33,4,5,2,2
663,663,Turvi Sachdev,48,4,2,5,1
664,664,Adweta Master,30,7,3,2,2
665,665,Madhav Kapur,20,1,1,5,1
666,666,Nakul Chawla,40,7,5,3,1
667,667,Reyansh Mangat,55,7,3,4,1
668,668,Chasmum Mall,58,6,6,2,2
669,669,Ranveer Narayanan,60,4,5,2,1
670,670,Chaman Goswami,62,4,4,1,2
671,671,Qadim Lanka,38,8,6,2,2
672,672,Chandresh Dua,70,7,6,5,2
673,673,Champak Gade,52,4,5,1,1
674,674,Nandini Chokshi,31,2,2,2,2
675,675,Advaith Sarma,18,1,6,1,1
676,676,Vinaya Garde,63,8,1,2,2
677,677,Chaman Shanker,42,1,1,3,1
678,678,Brinda Ben,64,5,2,5,1
679,679,Vamakshi Tandon,50,7,3,2,2
680,680,Ridhi Dube,21,6,1,4,2
681,681,Yug Sunder,23,8,2,4,1
682,682,Yochana Barman,43,6,1,1,2
683,683,Hemang Krishnamurthy,21,8,6,5,1
684,684,Lipika Kumar,54,7,6,1,1
685,685,Aarav Zacharia,52,5,5,5,2
686,686,Ojas Anne,55,4,3,4,2
687,687,Sara Taneja,44,7,2,2,2
688,688,Qasim Sethi,35,6,3,1,2
689,689,Mohini Palla,22,3,5,1,1
690,690,Rajata Konda,48,3,6,2,1
691,691,Samarth Chhabra,55,7,1,1,2
692,692,Kashish Minhas,23,7,1,1,2
693,693,Hemang Choudhary,21,2,3,1,2
694,694,Lipika Ratti,59,4,4,4,2
695,695,Chaman Gole,40,7,5,4,2
696,696,Urishilla Sekhon,69,5,6,2,2
697,697,Ijaya Hegde,38,3,2,5,2
698,698,Praneel Madan,32,6,1,2,2
699,699,Yagnesh Karan,30,4,6,5,1
700,700,Ishaan Rau,21,3,6,1,1
701,701,Ikbal Acharya,40,6,3,3,1
702,702,Hardik Zachariah,57,3,2,2,1
703,703,Harish Lata,47,8,2,1,1
704,704,Pranav Badal,56,2,5,5,2
705,705,Samarth Morar,27,7,4,5,2
706,706,Raksha Randhawa,22,8,4,1,2
707,707,Nirja Shere,23,6,6,1,2
708,708,Advaith Narain,25,7,1,1,1
709,709,Jagrati Venkatesh,58,7,6,2,1
710,710,Idika Sagar,25,8,4,2,1
711,711,Harsh Parekh,67,5,1,1,2
712,712,Rachana Sen,18,4,5,1,2
713,713,Prisha Pradhan,45,7,4,2,2
714,714,Nitesh Mitra,27,5,6,3,1
715,715,Tanveer Menon,63,2,3,1,2
716,716,Eta Garde,60,5,6,5,1
717,717,Harsh Ganesan,63,2,6,3,2
718,718,Yatin Pal,26,1,6,2,1
719,719,Hiral Dey,50,4,4,3,2
720,720,Ekalinga Bhakta,34,1,5,3,2
721,721,Victor Pau,20,6,5,1,2
722,722,Samar Bansal,32,1,5,5,2
723,723,Qabil Sane,28,5,1,2,2
724,724,Dhriti Golla,53,4,5,4,2
725,725,Ishani Sandal,53,2,5,3,1
726,726,Varenya Savant,38,8,3,1,2
727,727,Anay Wali,40,8,6,3,2
728,728,Falguni Pall,65,4,1,5,1
729,729,Adweta Narasimhan,26,7,2,5,1
730,730,Yadavi Om,48,1,2,5,2
731,731,Sai Sidhu,24,6,3,3,2
732,732,Ucchal Arora,42,6,4,1,2
733,733,Divya Palla,51,5,4,4,1
734,734,Darsh Deshmukh,54,2,6,1,2
735,735,Neelima Dey,22,2,6,1,2
736,736,Ekanta Sani,37,5,1,1,2
737,737,Ladli Mannan,19,6,6,1,2
738,738,Hemal Krish,22,6,6,2,1
739,739,Baljiwan Gulati,68,4,5,2,2
740,740,Edhitha Kakar,38,2,5,2,1
741,741,Yashasvi Yadav,62,5,5,4,2
742,742,Bakhshi Jain,58,5,1,3,1
743,743,Abhiram Arora,57,6,2,5,2
744,744,Adweta Bir,22,5,3,4,2
745,745,Daksh Talwar,45,5,2,1,2
746,746,Samarth Goswami,25,3,4,5,2
747,747,Hardik Raj,21,5,1,4,2
748,748,Bakhshi Balay,31,5,3,5,2
749,749,Darpan Char,68,7,6,4,2
750,750,Ranveer Banerjee,40,3,4,1,2
751,751,Aryan Kulkarni,58,4,5,1,2
752,752,Jalsa Dhawan,70,7,4,4,2
753,753,Sanaya Som,53,2,2,5,1
754,754,Farhan Shroff,43,8,3,3,1
755,755,Onkar Sani,47,4,3,3,2
756,756,Devika Shan,18,2,3,5,1
757,757,Netra Wadhwa,38,1,3,5,1
758,758,Yamini Dugar,24,7,6,4,2
759,759,Akshay Parmer,56,2,2,4,1
760,760,Jairaj Krishnan,40,1,5,4,1
761,761,Chaitanya Rama,18,6,5,2,1
762,762,Jagat Chatterjee,52,4,1,2,2
763,763,Mason Badami,26,5,3,1,1
764,764,Bhanumati Mahajan,65,5,4,4,1
765,765,Lakshit Loke,36,3,2,3,1
766,766,Watika Lala,63,8,5,5,2
767,767,Abhiram Menon,27,6,3,4,1
768,768,Oscar Kanda,35,8,2,4,2
769,769,Ayushman Lalla,49,6,5,3,1
770,770,Aryan Chhabra,20,6,1,4,1
771,771,Nimrat Warrior,46,2,3,1,2
772,772,Yashodhara Ramanathan,36,4,3,4,2
773,773,Faris Dutta,42,5,6,4,1
774,774,Wahab Munshi,43,4,1,1,2
775,775,Michael Choudhry,62,8,6,2,2
776,776,Harrison Tailor,33,4,6,1,1
777,777,Umang Nazareth,66,2,4,4,2
778,778,Andrew Palan,40,3,5,4,2
779,779,Fitan Grewal,40,1,5,5,1
780,780,Chatresh Bhardwaj,34,8,4,1,1
781,781,Hardik Shukla,36,4,5,4,1
782,782,Bhavani Shukla,33,7,4,1,2
783,783,Upadhriti Choudhury,48,5,4,4,2
784,784,Vritti Dara,20,1,1,3,1
785,785,Indira Shroff,67,7,3,2,1
786,786,Mitali Sodhi,64,4,4,4,2
787,787,Maanav Rama,28,6,3,4,1
788,788,Isaiah Yohannan,50,5,1,4,2
789,789,Vamakshi Patla,48,6,2,4,1
790,790,Aarush Nanda,45,8,2,2,2
791,791,Saumya Tailor,69,6,5,4,1
792,792,Triya Dyal,23,6,6,3,2
793,793,Riya Chaudry,43,4,5,2,2
794,794,Guneet Sur,53,1,3,5,2
795,795,Tripti Golla,32,1,2,5,2
796,796,Quincy Varty,55,8,4,2,1
797,797,Omisha Devi,20,5,3,1,2
798,798,Vivaan Goda,49,7,2,1,1
799,799,Pushti Kurian,23,4,2,4,1
800,800,Aachal Dutt,22,3,4,2,1
801,801,Pranit Bhasin,55,5,4,5,2
802,802,Kamya Comar,66,3,1,2,1
803,803,Qarin Rao,25,4,5,5,2
804,804,Rishi Sehgal,44,3,2,3,2
805,805,Ridhi Dutta,51,7,4,3,1
806,806,Theodore Kar,60,7,2,4,1
807,807,Jeremiah Sani,33,5,4,3,2
808,808,Yashasvi Saran,20,1,6,2,1
809,809,Kamya Mistry,42,5,2,4,2
810,810,Ishita Bhavsar,58,6,2,4,1
811,811,Nidhi Thaman,41,8,4,4,2
812,812,Yatin Ramesh,57,2,4,5,1
813,813,Dakshesh Sawhney,37,6,6,1,2
814,814,Rudra Borra,23,8,2,1,1
815,815,Sanya Borra,25,5,4,3,2
816,816,Lucky Bal,45,7,3,2,1
817,817,Ojas Cherian,58,2,6,1,2
818,818,Triya Dey,60,7,5,3,1
819,819,Aachal Nagy,68,6,1,5,2
820,820,Girish Parmar,58,7,2,4,1
821,821,Onveer Nagi,26,6,1,2,2
822,822,Nathan Gera,47,2,5,5,2
823,823,Zayan Gole,58,2,4,1,1
824,824,Onkar Sawhney,31,3,6,2,1
825,825,Anirudh Kata,18,4,4,1,2
826,826,Abdul Batra,38,3,2,3,1
827,827,Kai Raman,31,1,4,1,2
828,828,Samesh Hora,54,4,1,4,1
829,829,Ronith Sharaf,69,8,5,1,1
830,830,Azad Sami,34,5,3,4,2
831,831,Qadim Barman,32,5,6,1,2
832,832,Faras Taneja,34,8,4,5,1
833,833,Umang Radhakrishnan,61,6,1,5,1
834,834,Harinakshi Karan,43,8,1,2,2
835,835,Adweta Sane,35,8,6,5,1
836,836,Ojasvi Kunda,58,8,4,3,2
837,837,Jhalak Mishra,66,1,6,5,1
838,838,Warinder Patla,60,7,4,1,2
839,839,Ria Kakar,39,6,6,4,2
840,840,Yauvani Seth,50,8,1,5,2
841,841,Samesh Sachdeva,69,2,4,3,1
842,842,Tamanna Bhargava,22,6,4,5,2
843,843,Mitesh Sahota,37,7,3,1,1
844,844,Onveer Ravel,55,5,2,2,2
845,845,Isaiah Mandal,54,4,1,4,1
846,846,Aarna Wali,60,5,5,1,1
847,847,Charles Chauhan,27,1,3,1,2
848,848,Saumya Batra,36,7,2,3,2
849,849,Azaan Varghese,63,2,6,4,2
850,850,Gaurang Borra,31,7,3,3,2
851,851,Jagdish Shan,44,1,2,4,2
852,852,Kashvi Kale,24,2,3,5,1
853,853,Amaira Seth,57,5,2,4,2
854,854,Brijesh Pandey,60,2,3,2,1
855,855,Yuvraj Vasa,65,1,1,4,2
856,856,Chandresh Kunda,49,4,2,4,2
857,857,Peter Gulati,65,1,5,5,1
858,858,Mugdha Varma,66,2,4,4,1
859,859,Chandran Virk,46,8,2,5,2
860,860,Aayush Bhavsar,58,8,1,4,2
861,861,Ekanta Doshi,52,6,4,3,2
862,862,Vivaan Nayar,50,8,6,3,1
863,863,Saumya Rege,68,7,5,5,2
864,864,Aarini Dara,57,2,2,3,1
865,865,Gabriel Gola,61,1,2,2,1
866,866,Qarin Memon,27,7,1,2,2
867,867,Faraj Bora,60,7,2,4,2
868,868,Girish Nagi,21,4,3,5,1
869,869,Bhavani Apte,62,1,4,4,2
870,870,Naveen Baral,52,2,2,4,1
871,871,Warjas Oommen,34,1,1,3,2
872,872,Rachana Sura,54,1,4,2,1
873,873,Ryan Dhillon,51,7,2,2,2
874,874,Andrew Murthy,22,5,5,1,1
875,875,Arya Minhas,26,8,6,3,1
876,876,Ethan Nori,70,8,1,2,2
877,877,Nikita Gole,38,4,3,4,2
878,878,Zansi Rattan,43,5,6,2,1
879,879,Jai Apte,64,5,5,4,1
880,880,Manya Barman,54,2,3,5,2
881,881,Eiravati Mangal,68,5,3,5,1
882,882,Bhanumati Mandal,46,1,5,3,1
883,883,Azaan Sem,69,2,5,3,2
884,884,Avi Bobal,49,2,3,3,1
885,885,David Prakash,58,3,3,2,1
886,886,Gunbir Nagarajan,40,3,6,3,1
887,887,Robert Naidu,63,3,4,4,1
888,888,Harish Grewal,47,7,1,1,2
889,889,Nidhi Mann,51,6,5,1,1
890,890,Reva Solanki,63,2,6,4,1
891,891,Chaaya Devi,44,8,1,5,2
892,892,Saanvi Naik,61,7,2,4,2
893,893,Faqid Sachdeva,66,7,3,5,1
894,894,Krishna Mani,21,5,4,3,2
895,895,Qushi Dutta,70,2,3,3,1
896,896,Ekavir Mandal,59,8,4,5,2
897,897,Bakhshi Murty,57,5,5,3,1
898,898,Chaman Kalita,29,4,5,3,2
899,899,Harinakshi Kari,41,1,5,2,2
900,900,Orinder Edwin,34,6,3,5,1
901,901,Ryan Kumer,26,7,2,2,1
902,902,Sachi Luthra,50,7,2,4,1
903,903,Kevin Amble,28,6,4,2,1
904,904,Mohini Naidu,51,4,5,2,1
905,905,Geetika Verma,57,1,6,5,2
906,906,Lavanya Pandit,69,8,2,1,1
907,907,Pooja Badal,25,2,5,1,1
908,908,Darsh Ghose,51,2,1,5,2
909,909,Vedhika Sur,66,6,1,2,2
910,910,Irya Purohit,49,3,4,2,1
911,911,Aarav Ganguly,22,1,3,5,2
912,912,Utkarsh Char,44,6,2,2,1
913,913,Amara Virk,54,5,6,3,2
914,914,Thomas Ganguly,25,3,4,4,2
915,915,Leena Rau,68,6,2,3,2
916,916,Janaki Oak,45,6,3,4,1
917,917,Yadavi Bala,44,1,4,3,1
918,918,Sanya Naidu,24,7,2,4,1
919,919,Balveer Sethi,24,3,1,4,2
920,920,Nirja Jha,39,2,3,2,1
921,921,Gauri Chakrabarti,60,4,1,2,2
922,922,Kevin Kanda,37,4,5,4,2
923,923,Suhani Batra,49,1,2,5,1
924,924,Sanaya Arya,40,2,5,1,2
925,925,Bachittar Parmar,28,1,4,2,2
926,926,Devansh Morar,48,2,4,3,2
927,927,Rushil Rattan,62,7,1,5,2
928,928,Shravya Sekhon,43,5,4,4,2
929,929,Krish Nagar,21,4,2,5,2
930,930,Sathvik Barad,59,6,6,5,1
931,931,Gautam Prashad,23,6,4,2,1
932,932,Arjun Shukla,26,5,5,4,2
933,933,Neel Gandhi,43,4,6,2,2
934,934,Shivani Mani,20,5,2,3,2
935,935,Tripti Dasgupta,58,3,4,5,1
936,936,Pallavi Kant,42,4,6,2,1
937,937,Ekbal Narang,22,6,2,1,2
938,938,Jalsa Saraf,44,1,3,2,1
939,939,George Misra,59,4,1,5,2
940,940,Mohini Srivastava,41,2,1,3,1
941,941,Vasatika Master,63,5,3,2,1
942,942,Ekanta Mangal,57,1,6,3,2
943,943,Yadavi Behl,57,4,5,1,2
944,944,Veer Sant,38,7,4,5,2
945,945,Priya Hora,43,6,3,5,2
946,946,Gautami Nayak,38,1,3,3,2
947,947,Balhaar Chauhan,51,7,1,2,2
948,948,Kabir Deshmukh,37,2,6,4,1
949,949,Aahana Warrior,57,3,6,5,1
950,950,Nisha Mander,65,6,1,3,1
951,951,Yug Sarkar,35,3,5,1,2
952,952,Leela Raval,61,6,6,3,2
953,953,Bhavya Sathe,56,8,5,2,1
954,954,Hamsini Soman,60,3,1,3,2
955,955,Faras Sagar,29,2,6,4,2
956,956,Ladli Bhargava,21,8,3,1,2
957,957,Chameli Sathe,20,1,4,2,1
958,958,Triveni Dewan,19,4,6,2,2
959,959,Tejas Narasimhan,40,6,3,4,2
960,960,Inaya Bala,33,1,5,1,2
961,961,Oni Subramaniam,51,2,1,5,1
962,962,Baljiwan Borah,24,5,4,2,2
963,963,Maanas Dara,40,2,5,5,2
964,964,Ekiya Srivastava,23,6,6,4,2
965,965,Dayamai Babu,34,2,6,4,2
966,966,Vedhika Borde,68,3,4,2,2
967,967,Ladli Das,44,3,1,4,2
968,968,Fitan Nayak,47,5,1,2,1
969,969,Devika Borde,37,7,1,3,1
970,970,Anya Verma,36,1,6,1,1
971,971,Madhav Gour,53,5,1,2,1
972,972,Anvi Choudhry,52,3,5,4,2
973,973,Nikita Ganguly,56,5,2,5,2
974,974,Pratyush Gill,59,4,3,4,1
975,975,George Barad,67,2,3,3,2
976,976,Karan Amble,19,1,5,1,2
977,977,Forum Kibe,53,2,2,2,2
978,978,Suhani Mani,28,5,5,4,2
979,979,Ucchal D’Alia,27,3,2,1,2
980,980,Arunima Grover,25,4,1,1,1
981,981,Lipika Narula,48,1,4,5,2
982,982,Sachi Sachdeva,23,2,5,1,1
983,983,Varenya Rastogi,42,4,6,5,2
984,984,Pranit Naidu,65,1,6,1,2
985,985,Indrajit Narayanan,28,4,6,3,2
986,986,Nicholas Mall,27,4,1,4,2
987,987,Radhika Ramanathan,24,6,6,1,2
988,988,Jagdish Parmer,28,5,1,3,2
989,989,Meghana Kant,68,4,2,3,2
990,990,Ishita Amble,18,8,5,2,2
991,991,Qarin Om,19,1,4,2,1
992,992,Luke Karan,66,2,3,1,1
993,993,Bhavna Konda,60,4,3,1,2
994,994,Ekalinga Dass,21,7,2,2,2
995,995,Kevin Korpal,65,3,6,3,1
996,996,Jatin Zacharia,64,2,3,3,1
997,997,Thomas Tank,30,8,3,1,2
998,998,Sudiksha Nayar,62,3,3,4,1
999,999,Lajita Joshi,59,7,3,1,2
1000,1000,Guneet Maharaj,44,8,4,5,1
1001,1001,Jasmit Ramanathan,35,4,1,1,1
1002,1002,Nathaniel Gala,46,7,3,3,1
1003,1003,Eta Rajagopal,50,8,3,5,1
1004,1004,Omisha Tailor,26,2,1,4,1
1005,1005,Brinda Tak,26,8,4,1,1
1006,1006,Girik Master,49,4,4,1,1
1007,1007,Megha Sura,57,4,1,5,1
1008,1008,Avi Bawa,58,4,3,3,1
1009,1009,Yashodhara Ganesan,30,1,6,4,2
1010,1010,Advika Pingle,42,3,1,1,2
1011,1011,Garima Manne,54,3,6,4,2
1012,1012,Ijaya Ravi,45,5,3,1,2
1013,1013,Vansha Mukherjee,49,5,5,1,1
1014,1014,Adweta Banik,43,1,2,5,1
1015,1015,Zaitra Ramachandran,19,4,4,5,1
1016,1016,Rushil Dutta,34,5,3,5,1
1017,1017,Yatin Patla,51,6,4,5,2
1018,1018,Vedhika Joshi,56,5,4,4,1
1019,1019,Varenya Rajagopalan,43,1,5,5,2
1020,1020,Aayush Sibal,51,4,6,3,2
1021,1021,Logan Nagar,40,1,5,2,1
1022,1022,Lohit Mallick,70,1,6,1,2
1023,1023,Jai Soman,48,5,1,3,1
1024,1024,Max Edwin,67,2,5,4,2
1025,1025,Faqid Kuruvilla,48,2,3,3,1
1026,1026,Yagnesh Sama,61,5,1,2,2
1027,1027,Nandini Palla,47,7,6,5,1
1028,1028,Neha Sodhi,70,1,3,4,2
1029,1029,Pallavi Patla,33,8,2,1,2
1030,1030,Aishani Ganesan,26,3,3,4,1
1031,1031,Arjun Nigam,33,5,3,3,1
1032,1032,Gaurav Bhardwaj,40,6,1,2,2
1033,1033,Oscar Vyas,48,1,2,1,2
1034,1034,Thomas Sawhney,58,5,6,3,2
1035,1035,Chavvi Shanker,21,7,5,4,1
1036,1036,Yash Anand,41,6,3,4,2
1037,1037,Girindra Dash,25,5,2,2,2
1038,1038,Guneet Upadhyay,59,7,3,5,1
1039,1039,Neel Sharaf,31,3,1,1,2
1040,1040,Robert Sem,62,6,3,3,1
1041,1041,Max Saraf,61,7,5,1,2
1042,1042,Ridhi Chopra,27,1,3,5,2
1043,1043,Caleb Agrawal,26,4,6,3,1
1044,1044,Andrew Dasgupta,25,2,1,3,1
1045,1045,Balendra Tak,31,4,6,1,1
1046,1046,Benjamin Arya,34,1,3,2,1
1047,1047,Siya Patla,55,2,3,4,1
1048,1048,Waida Joshi,42,6,1,2,2
1049,1049,Irya Varkey,59,8,5,1,2
1050,1050,Triveni Solanki,43,4,2,5,2
1051,1051,Jalsa Balay,66,2,3,2,1
1052,1052,Vrishti Dhar,59,6,5,4,1
1053,1053,Indali Choudhary,22,2,4,5,2
1054,1054,Farhan Chaudhry,47,5,5,4,2
1055,1055,Hemangini Choudhry,56,1,4,4,1
1056,1056,Aashi Sankar,46,3,3,1,2
1057,1057,Dhriti Kannan,19,3,2,1,2
1058,1058,Lekha Chandran,54,6,4,5,1
1059,1059,Pavani Kurian,34,5,1,1,1
1060,1060,Raagini Khosla,49,1,3,2,1
1061,1061,Balvan Morar,55,3,2,5,1
1062,1062,Urishilla Pathak,55,8,1,2,1
1063,1063,Bhavika Kuruvilla,44,8,1,3,1
1064,1064,Balvan Dugar,29,3,6,4,2
1065,1065,Devansh Seth,22,8,3,4,2
1066,1066,Guneet Koshy,58,3,4,4,2
1067,1067,Kashvi Hegde,32,3,6,2,2
1068,1068,Christopher Garde,57,2,6,4,1
1069,1069,Tripti Pall,62,8,2,2,1
1070,1070,Kevin Sekhon,68,6,1,2,1
1071,1071,Janaki Keer,67,7,2,4,2
1072,1072,Advik Shukla,44,3,4,2,1
1073,1073,Tanmayi Comar,52,4,6,5,2
1074,1074,Tara Ahuja,22,7,2,2,2
1075,1075,Ishwar Grewal,40,8,1,5,2
1076,1076,Krish Ratti,23,7,1,4,1
1077,1077,Rohan Vohra,37,1,6,4,2
1078,1078,Chameli Raman,18,2,5,2,2
1079,1079,Kavya Grewal,36,2,3,2,2
1080,1080,Lipika Munshi,61,6,5,5,1
1081,1081,Vasudha Bhardwaj,50,3,5,3,2
1082,1082,Avni Srinivasan,53,6,4,3,1
1083,1083,Neel Deshmukh,25,2,4,1,1
1084,1084,Faraj Tailor,40,6,3,2,1
1085,1085,Tejas Sura,68,1,4,3,2
1086,1086,Lopa Kapadia,30,3,2,1,2
1087,1087,Dayita Bhalla,46,6,2,3,2
1088,1088,Michael Subramaniam,22,8,6,3,1
1089,1089,Qarin Naidu,70,4,3,5,1
1090,1090,Guneet Johal,69,8,1,2,1
1091,1091,Janani Yohannan,31,8,1,1,2
1092,1092,Samuel Kale,43,6,4,2,1
1093,1093,Victor Bhat,38,8,4,1,2
1094,1094,Om Minhas,52,1,3,4,2
1095,1095,Nisha Panchal,18,3,5,3,2
1096,1096,Indali Hans,58,4,3,5,2
1097,1097,Leela Nagarajan,21,6,6,1,2
1098,1098,Amol Kashyap,38,6,1,3,2
1099,1099,Panini Goel,35,2,2,3,1
1100,1100,Urmi Prabhakar,51,3,4,4,1
1101,1101,Bhavani Krish,45,4,2,4,2
1102,1102,Shaurya Naidu,44,4,2,5,2
1103,1103,Anusha Deshpande,69,5,2,3,1
1104,1104,Hredhaan Shankar,39,8,5,2,2
1105,1105,Gayathri Ramanathan,46,1,6,1,2
1106,1106,Anmol Char,42,6,1,5,1
1107,1107,Veer Sundaram,37,5,3,4,2
1108,1108,Ganga Bhalla,39,5,5,2,1
1109,1109,Yauvani Panchal,22,8,3,2,2
1110,1110,Sathvik Agarwal,23,5,3,1,1
1111,1111,Oeshi Din,38,6,2,3,1
1112,1112,Matthew Hayre,32,1,6,5,2
1113,1113,Priya Ghose,54,2,3,2,1
1114,1114,Wriddhish Mangal,19,1,1,2,2
1115,1115,Vaishnavi Manda,28,4,4,2,2
1116,1116,Isha Buch,53,3,6,3,1
1117,1117,Bachittar Batra,45,7,4,4,1
1118,1118,Hema Gole,43,1,6,2,2
1119,1119,Yatan Morar,65,5,2,4,1
1120,1120,Pooja Bose,48,5,2,3,2
1121,1121,Yasti Sur,69,8,2,3,1
1122,1122,Kavya Badal,24,1,1,2,2
1123,1123,Ekalinga Kulkarni,27,5,1,1,1
1124,1124,Oliver Lal,58,8,4,3,1
1125,1125,Adweta Manda,18,8,1,1,1
1126,1126,Odika Mukherjee,47,7,5,5,2
1127,1127,Yoshita Prakash,34,5,5,4,2
1128,1128,Dalbir Virk,33,6,2,2,1
1129,1129,Aarna Rajan,20,5,5,4,1
1130,1130,Mohammed Sodhi,58,5,6,3,2
1131,1131,Ranveer Bhargava,45,5,3,3,1
1132,1132,Harish Batta,33,4,3,4,2
1133,1133,Damyanti Butala,58,7,2,2,1
1134,1134,Nathaniel Krishna,25,6,1,1,1
1135,1135,Lakshmi Raj,65,4,6,1,1
1136,1136,Tamanna Bawa,64,2,4,4,2
1137,1137,Jason Dhillon,53,3,2,3,2
1138,1138,Zaitra Ratta,20,6,4,5,2
1139,1139,Adya Seshadri,65,4,1,2,2
1140,1140,Raagini Desai,56,4,3,5,1
1141,1141,Lopa Ben,48,8,3,1,2
1142,1142,Yashodhara Badal,63,6,3,1,1
1143,1143,Wriddhish Parmer,37,4,1,1,2
1144,1144,Quincy Dutt,29,6,1,4,2
1145,1145,Pahal Sundaram,30,7,5,3,1
1146,1146,Avni Nanda,55,4,5,1,2
1147,1147,Yahvi Suresh,37,2,3,2,1
1148,1148,Gaurika Kapur,38,7,4,3,1
1149,1149,Wazir Anand,50,8,3,4,2
1150,1150,Jonathan Viswanathan,22,4,3,4,2
1151,1151,Abhiram Jani,46,7,4,3,2
1152,1152,Anjali Saha,65,3,4,1,2
1153,1153,Lakshit Tandon,64,8,5,3,2
1154,1154,Yachana Patla,67,4,2,4,2
1155,1155,Qabil Saha,36,6,4,4,1
1156,1156,Bhavya Rana,46,7,4,4,1
1157,1157,Ekapad Dua,67,1,2,3,1
1158,1158,Anita Sarraf,70,5,6,2,1
1159,1159,Urishilla Tailor,58,6,1,5,2
1160,1160,Ubika Shukla,60,8,6,1,1
1161,1161,Kiaan Ghose,44,5,5,5,2
1162,1162,Kavya Sibal,44,5,2,1,1
1163,1163,Hemangini Sunder,45,3,2,3,2
1164,1164,Oliver Khare,66,4,5,2,1
1165,1165,Bina Dash,56,4,4,5,2
1166,1166,Bhanumati Pradhan,64,6,1,5,2
1167,1167,Anamika Bandi,49,5,1,4,1
1168,1168,Neelima Krish,43,4,5,5,2
1169,1169,Dalbir Sha,50,7,4,5,1
1170,1170,Anita Gupta,24,1,4,4,2
1171,1171,Advay Behl,24,5,3,2,2
1172,1172,Warjas Sinha,38,6,4,3,1
1173,1173,Jonathan Dave,38,1,4,1,2
1174,1174,Pratyush Prasad,18,3,5,3,1
1175,1175,Lavanya Sengupta,22,5,3,1,1
1176,1176,Watika Buch,26,4,3,1,2
1177,1177,Saanvi Gara,20,4,3,2,1
1178,1178,Oviya Subramanian,45,7,6,2,1
1179,1179,Qasim Chandra,69,6,4,3,2
1180,1180,Neel Ram,65,6,4,5,1
1181,1181,Anmol Ram,18,7,3,4,1
1182,1182,Mekhala Dhar,45,3,2,4,2
1183,1183,Isaiah Sampath,54,4,4,2,1
1184,1184,Nilima Pathak,27,7,1,4,2
1185,1185,Hemani Das,33,5,5,3,1
1186,1186,Sudiksha Chaudhry,18,2,2,3,1
1187,1187,Kai Kulkarni,49,4,4,5,1
1188,1188,Sara Rajan,19,5,6,4,2
1189,1189,Ati Kapur,33,3,4,2,1
1190,1190,Aishani Oak,30,6,5,5,2
