EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
336,17,676,1,3,KGID100336,Jagrati,1986-01-24,1,5,0,2025-03-05
337,11,484,1,1,KGID100337,Jason,1969-08-11,2,5,0,2025-07-21
338,28,1030,5,3,KGID100338,Gavin,1999-10-27,2,2,0,2020-04-11
339,15,605,2,1,KGID100339,Ansh,1990-02-01,1,3,0,2018-01-10
340,25,932,3,3,KGID100340,Jeremiah,1969-04-10,2,7,0,2025-07-21
341,26,965,4,3,KGID100341,Sarthak,1994-04-24,1,4,0,2005-09-06
342,4,168,2,3,KGID100342,Viraj,1987-06-29,2,2,0,2022-03-10
343,5,230,1,3,KGID100343,Aarnav,1978-09-22,1,3,0,2017-11-18
344,29,1066,2,3,KGID100344,Kalpit,1976-12-24,1,8,0,2025-06-10
345,29,1046,2,1,KGID100345,Imaran,1985-12-02,2,3,0,2022-04-30
346,25,936,2,3,KGID100346,Alexander,1990-01-11,2,5,0,2005-02-03
347,22,811,1,1,KGID100347,Ekiya,1979-09-26,1,2,0,2023-06-09
348,18,706,3,3,KGID100348,Jonathan,1968-02-02,1,2,1,2025-07-21
349,26,967,1,2,KGID100349,Devansh,1992-10-09,1,3,0,2014-08-27
350,22,861,2,2,KGID100350,Yochana,1983-09-30,2,7,0,2022-06-12
351,31,1105,1,2,KGID100351,Timothy,1987-09-27,1,3,1,2015-09-09
352,21,805,2,3,KGID100352,Charvi,1999-09-13,1,1,0,1996-11-08
353,16,612,2,3,KGID100353,Darsh,1983-02-16,2,7,0,2025-01-18
354,12,507,2,1,KGID100354,Pooja,2001-07-04,2,4,0,2020-08-31
355,5,232,1,3,KGID100355,Sachi,1990-11-18,2,1,0,2014-11-06
356,3,138,1,1,KGID100356,Manbir,1970-01-19,2,1,0,2024-08-19
357,3,91,2,1,KGID100357,Ekta,1969-10-14,1,1,0,2025-07-21
358,15,593,1,3,KGID100358,Chaitaly,1980-07-03,2,6,0,2021-02-14
359,6,294,6,3,KGID100359,Hardik,1982-12-24,1,7,0,2020-06-03
360,3,125,2,3,KGID100360,Tanveer,1994-07-09,1,7,0,2003-05-31
361,3,97,6,3,KGID100361,Odika,1982-03-06,2,6,0,2024-02-05
362,22,837,1,2,KGID100362,Ojasvi,1979-01-29,1,8,0,2020-02-02
363,11,462,1,3,KGID100363,Dhriti,1992-05-12,1,8,0,2009-09-28
364,22,846,5,3,KGID100364,Michael,1990-03-02,1,7,0,2012-05-30
365,10,417,1,1,KGID100365,Gavin,1990-11-27,2,6,0,2014-07-06
366,9,391,1,2,KGID100366,Gopal,1995-11-01,1,2,0,2001-12-23
367,11,445,2,2,KGID100367,Kalpit,1992-11-14,2,1,0,2011-02-15
368,9,390,5,1,KGID100368,Forum,1986-06-21,2,4,0,2018-07-10
369,10,419,2,1,KGID100369,Pallavi,1990-05-02,2,5,0,2013-03-06
370,30,1093,3,2,KGID100370,Bhavna,1997-01-25,2,6,0,2017-09-28
371,28,1019,2,3,KGID100371,Yashica,1987-12-20,2,6,0,2013-11-18
372,20,760,1,1,KGID100372,Udarsh,1974-10-15,1,3,0,2023-11-02
373,22,856,1,1,KGID100373,Jhalak,1996-05-12,2,4,0,2008-01-03
374,12,504,2,3,KGID100374,Upkaar,1971-06-17,2,5,0,2024-02-10
375,27,1001,5,3,KGID100375,Atharv,1994-12-31,2,8,0,2021-09-06
376,19,722,1,3,KGID100376,Amara,1988-04-05,2,3,0,2019-01-19
377,31,1111,6,1,KGID100377,Dayamai,1968-07-15,1,2,0,2025-07-21
378,3,100,4,2,KGID100378,Pratyush,1998-11-20,1,4,0,2006-09-25
379,6,310,1,3,KGID100379,Nandini,1997-02-16,2,6,0,2013-05-30
380,27,990,3,1,KGID100380,Azaan,1969-12-02,1,7,0,2025-07-21
381,30,1085,3,3,KGID100381,Krisha,1970-09-03,2,1,0,2025-01-30
382,23,882,4,1,KGID100382,Kala,1981-10-29,1,2,0,2017-08-23
383,12,494,1,3,KGID100383,Frado,1978-02-24,2,6,0,2019-06-22
384,22,813,1,2,KGID100384,Chandran,1997-08-03,2,4,1,2001-11-28
385,11,463,1,1,KGID100385,Panini,1990-06-21,1,2,0,2010-04-08
386,20,773,2,1,KGID100386,Anjali,1984-01-25,1,3,0,2017-03-08
387,23,889,3,2,KGID100387,Hemani,1974-11-19,1,1,0,2023-02-11
388,26,974,1,1,KGID100388,Vidhi,1982-03-04,2,1,0,2016-03-26
389,17,645,1,1,KGID100389,Thomas,1985-06-20,1,7,0,2014-06-27
390,16,613,1,1,KGID100390,Abhimanyu,1980-12-28,2,6,0,2021-02-22
391,5,287,4,3,KGID100391,Laksh,1974-07-03,1,6,0,2025-04-12
392,24,896,1,1,KGID100392,Jagdish,1993-07-15,2,7,0,2008-07-02
393,17,669,1,2,KGID100393,Parth,1967-10-25,2,8,0,2025-07-21
394,20,769,2,3,KGID100394,Victor,1971-12-12,2,2,0,2024-08-13
395,15,605,4,3,KGID100395,Irya,1984-07-24,1,2,0,2023-01-20
396,21,779,3,3,KGID100396,Brijesh,1970-01-02,1,7,0,2025-05-31
397,5,219,1,2,KGID100397,Faras,1982-05-21,2,6,0,2018-07-12
398,5,210,1,1,KGID100398,Nidhi,1996-11-12,2,8,0,2014-02-05
399,29,1050,2,1,KGID100399,Ishwar,1991-09-05,1,6,0,2012-09-28
400,17,665,4,1,KGID100400,Onveer,1981-04-29,2,7,0,2025-02-22
401,5,174,3,3,KGID100401,Janaki,1994-10-19,1,3,0,2016-01-03
402,8,348,1,2,KGID100402,Yagnesh,1970-07-20,2,8,0,2025-05-25
403,7,343,2,2,KGID100403,Farhan,1982-05-14,2,8,0,2017-10-04
404,19,740,1,1,KGID100404,Harinakshi,1981-01-04,2,4,0,2017-04-10
405,5,278,1,2,KGID100405,Faraj,1975-02-01,2,7,0,2024-03-24
406,17,675,2,2,KGID100406,Yashvi,1984-11-28,1,5,0,2012-04-06
407,10,412,2,1,KGID100407,Indali,1974-02-23,2,6,0,2024-06-07
408,27,1006,5,1,KGID100408,Manbir,1992-04-14,2,7,0,2021-05-22
409,21,805,2,3,KGID100409,Rudra,1975-08-03,1,3,0,2020-06-06
410,2,56,5,2,KGID100410,Faqid,1973-06-14,1,8,0,2022-03-01
411,3,142,4,2,KGID100411,Wakeeta,1973-07-29,2,3,0,2024-08-23
412,12,496,1,1,KGID100412,Saumya,1983-04-30,2,7,0,2019-06-12
413,27,982,2,3,KGID100413,Ekantika,1990-09-17,2,1,0,2023-01-28
414,19,737,3,3,KGID100414,Matthew,1996-12-09,1,2,0,2015-06-27
415,19,728,1,3,KGID100415,Chavvi,1982-07-04,1,7,0,2018-08-25
416,17,680,5,2,KGID100416,Indira,1994-08-18,1,1,0,2015-05-04
417,11,455,2,3,KGID100417,Siya,1984-10-20,1,8,0,2015-03-18
418,25,949,4,3,KGID100418,Bhavini,1968-10-31,1,6,1,2025-07-21
419,27,989,1,2,KGID100419,Gautam,1970-02-28,1,2,0,2025-06-01
420,6,291,1,2,KGID100420,Turvi,1988-06-18,2,4,0,2016-03-09
421,18,714,2,2,KGID100421,Benjamin,1987-04-15,2,6,0,2024-09-23
422,3,92,4,1,KGID100422,Raghav,1982-11-05,1,6,0,2023-01-30
423,7,337,5,3,KGID100423,Matthew,1978-06-27,1,3,0,2020-10-31
424,17,678,2,2,KGID100424,Hemal,2000-02-12,1,7,0,2008-07-08
425,9,382,3,2,KGID100425,Orinder,2000-12-15,2,1,0,1997-03-02
426,10,405,2,2,KGID100426,Reva,1968-11-19,2,1,0,2025-07-21
427,10,422,1,3,KGID100427,Januja,1985-05-16,1,2,0,2019-04-23
428,31,1100,1,2,KGID100428,Nilima,1980-03-25,1,8,0,2017-08-31
429,27,1003,2,3,KGID100429,Charles,1993-11-20,2,7,0,2017-11-05
430,5,234,1,2,KGID100430,Dominic,1994-05-22,1,5,0,2016-09-25
431,5,174,3,2,KGID100431,Libni,1978-10-06,1,4,0,2021-07-29
432,9,375,2,1,KGID100432,Mason,1977-03-19,2,7,0,2023-05-05
433,21,786,2,2,KGID100433,Lohit,1978-11-21,1,3,0,2021-10-18
434,6,288,1,2,KGID100434,Manya,1998-09-22,1,6,0,2005-07-19
435,27,993,1,2,KGID100435,Frado,1971-12-09,2,7,0,2024-12-20
436,22,852,3,2,KGID100436,Falguni,1978-01-29,2,3,0,2019-12-11
437,2,64,4,1,KGID100437,Girik,1995-03-15,2,1,0,2016-12-22
438,31,1102,1,2,KGID100438,Janaki,1989-07-08,2,2,0,2014-01-07
439,14,549,4,2,KGID100439,Tanish,1968-03-04,1,8,0,2025-07-21
440,23,871,1,3,KGID100440,Rehaan,1979-03-04,1,5,0,2023-03-20
441,2,67,2,2,KGID100441,Faras,1975-04-04,1,8,0,2020-05-18
442,5,241,4,1,KGID100442,Yashica,1977-08-11,1,6,0,2023-11-09
443,23,877,1,1,KGID100443,Baljiwan,1993-10-06,1,4,0,2021-08-05
444,18,719,2,3,KGID100444,Karan,1990-01-22,1,6,1,2022-12-15
445,15,600,1,2,KGID100445,Pratyush,1987-11-11,1,3,0,2010-05-01
446,22,843,5,2,KGID100446,Noah,1995-10-27,1,3,0,2019-08-08
447,17,660,4,3,KGID100447,Janya,1992-01-28,2,8,0,2003-07-24
448,14,551,3,2,KGID100448,Sachi,1990-07-20,2,2,0,2009-07-16
449,5,191,2,3,KGID100449,Saumya,1988-04-24,2,6,0,2020-11-05
450,27,1000,1,1,KGID100450,Upasna,1975-07-06,1,8,0,2020-12-27
451,19,734,4,3,KGID100451,Ridhi,1998-04-16,2,4,0,2002-03-07
452,11,434,2,2,KGID100452,Lavanya,1983-04-02,2,6,0,2015-07-01
453,5,268,2,2,KGID100453,Neel,1984-08-26,2,1,0,2016-10-31
454,25,942,1,1,KGID100454,Lakshit,1995-04-30,2,8,0,2020-05-20
455,23,877,1,3,KGID100455,Vasana,1997-03-27,1,5,0,1999-01-06
456,14,562,1,2,KGID100456,Harshil,1997-04-10,2,2,0,2013-01-29
457,7,339,1,3,KGID100457,Jeet,1991-09-28,2,4,0,2014-11-26
458,5,187,3,1,KGID100458,Anjali,1977-03-31,1,8,0,2023-08-28
459,11,464,2,2,KGID100459,Rajeshri,1982-10-31,1,1,0,2019-03-24
460,5,247,6,2,KGID100460,Shravya,1970-09-02,1,8,0,2025-06-18
461,21,785,1,1,KGID100461,Oeshi,1997-08-19,1,6,0,2023-08-10
462,16,613,1,1,KGID100462,Warinder,1969-05-13,1,2,0,2025-07-21
463,1,18,3,1,KGID100463,Udarsh,1980-09-06,2,6,0,2015-06-14
464,6,311,5,3,KGID100464,Gautami,1968-07-06,2,4,0,2025-07-21
465,5,206,1,1,KGID100465,Bhavini,1994-06-18,2,6,0,2003-12-29
466,17,645,4,1,KGID100466,Liam,1998-09-30,2,2,0,2010-04-03
467,15,584,4,3,KGID100467,Abdul,1993-05-10,1,5,0,2012-10-23
468,29,1044,1,2,KGID100468,Tanveer,1998-05-09,2,1,0,1997-02-07
469,12,491,2,1,KGID100469,Pallavi,1995-12-11,1,8,0,2013-10-27
470,4,146,2,1,KGID100470,Charvi,1971-05-02,2,6,0,2024-02-17
471,22,862,2,3,KGID100471,Tanvi,1971-09-12,1,8,0,2024-01-12
472,4,150,1,1,KGID100472,Xalak,1969-09-09,1,5,0,2025-07-21
473,3,124,5,2,KGID100473,Yutika,1987-11-04,2,7,0,2007-11-07
474,22,824,1,3,KGID100474,Bishakha,1987-02-08,1,5,0,2020-06-26
475,4,162,2,1,KGID100475,Wridesh,1982-02-23,1,6,0,2020-07-18
476,3,136,1,2,KGID100476,Frederick,1986-12-16,1,1,0,2011-09-27
477,23,890,1,3,KGID100477,Yashica,1985-05-09,1,5,0,2015-04-28
478,8,360,1,3,KGID100478,Anmol,1994-04-17,1,1,0,2013-03-30
479,18,711,2,3,KGID100479,Lila,1980-10-30,2,3,0,2019-09-22
480,14,551,3,1,KGID100480,Amol,2000-11-28,1,6,0,2002-06-01
481,14,558,2,2,KGID100481,Wridesh,1979-09-11,1,8,0,2016-03-24
482,19,738,1,3,KGID100482,Gaurangi,1992-06-22,1,6,0,2017-01-01
483,5,211,4,3,KGID100483,Hamsini,1972-02-02,1,4,0,2023-08-11
484,1,6,1,1,KGID100484,Ucchal,1995-03-19,1,1,0,2004-02-08
485,21,785,5,1,KGID100485,Qabil,2000-11-25,1,7,0,2009-05-21
486,12,509,2,3,KGID100486,Tanvi,1995-02-22,2,5,0,2001-03-12
487,20,764,1,3,KGID100487,Ryan,1968-10-23,1,3,0,2025-07-21
488,29,1057,6,2,KGID100488,Dayita,1997-09-02,1,8,0,2006-05-23
489,17,637,1,3,KGID100489,Urvashi,1985-01-28,2,1,0,2025-05-18
490,15,598,2,2,KGID100490,Rayaan,1976-03-01,1,8,0,2023-10-29
491,28,1011,6,1,KGID100491,Champak,1977-04-13,1,3,0,2024-06-13
492,22,840,1,3,KGID100492,Jeet,1996-12-28,2,1,0,2007-07-08
493,1,3,4,2,KGID100493,Mugdha,1994-09-25,2,2,0,2011-06-23
494,11,488,2,1,KGID100494,Libni,1992-10-29,1,5,0,2023-02-16
495,11,475,4,3,KGID100495,Widisha,1979-01-30,2,6,0,2017-06-03
496,5,174,2,3,KGID100496,Amara,1980-01-17,1,7,0,2023-04-28
497,3,128,2,1,KGID100497,Farhan,1994-10-17,1,5,0,2018-09-23
498,17,646,5,2,KGID100498,Pranit,1982-03-12,2,6,0,2025-06-27
499,11,479,1,1,KGID100499,Fariq,1986-02-06,1,2,0,2014-01-05
500,7,337,2,2,KGID100500,Sanaya,1978-09-14,2,2,0,2019-03-19
501,10,426,2,2,KGID100501,Sachi,1988-01-16,2,2,0,2014-08-25
502,16,624,4,3,KGID100502,Ira,1979-07-04,1,4,0,2015-12-23
503,17,672,1,3,KGID100503,Dakshesh,1988-06-16,1,6,0,2014-10-26
504,3,101,3,2,KGID100504,Januja,1970-02-07,1,1,0,2025-03-10
505,25,927,2,3,KGID100505,Nathaniel,1984-12-31,1,2,0,2021-10-19
506,5,287,1,1,KGID100506,Raksha,1999-12-13,1,3,0,1999-11-02
507,22,821,2,3,KGID100507,Jeevika,1968-09-26,1,5,0,2025-07-21
508,4,154,1,1,KGID100508,Bachittar,1979-11-13,1,8,0,2025-01-17
509,5,189,5,2,KGID100509,Kamala,1988-02-16,1,1,0,2019-06-16
510,3,104,1,3,KGID100510,Laksh,1980-03-15,2,7,0,2022-12-12
511,21,784,3,1,KGID100511,Arya,1985-07-22,2,4,0,2015-12-03
512,14,564,1,1,KGID100512,Quincy,1976-01-15,1,4,0,2019-05-07
513,28,1022,2,3,KGID100513,Jacob,1984-07-09,2,1,0,2016-05-10
514,21,785,1,1,KGID100514,Sanaya,1976-06-15,1,1,1,2020-05-17
515,19,736,2,2,KGID100515,Vritti,1974-11-06,2,6,0,2023-08-12
516,8,369,1,3,KGID100516,Ethan,1974-05-12,1,1,0,2021-03-25
517,14,576,1,2,KGID100517,Sai,1982-12-03,2,4,1,2024-03-26
518,5,206,1,1,KGID100518,Ekaja,2001-06-18,2,1,0,2019-06-28
519,11,450,2,2,KGID100519,Bina,1990-04-05,2,3,0,2019-06-15
520,17,652,4,3,KGID100520,Owen,1997-11-10,2,1,0,2021-05-23
521,19,721,5,3,KGID100521,Jairaj,1994-07-16,1,4,0,2013-04-09
522,27,1009,2,1,KGID100522,Warjas,2001-01-18,2,1,0,2018-11-24
523,11,477,3,1,KGID100523,Jyoti,1994-06-05,2,1,0,2001-03-17
524,10,413,4,2,KGID100524,Kai,1983-06-12,1,6,0,2025-04-25
525,6,303,2,1,KGID100525,Dayamai,1988-05-11,1,6,0,2008-03-11
526,20,766,3,3,KGID100526,Varenya,1981-02-02,2,2,0,2022-02-26
527,17,661,1,1,KGID100527,Ethan,1985-06-05,2,8,0,2021-11-09
528,8,357,3,3,KGID100528,Ethan,1971-10-25,2,4,0,2024-03-09
529,8,360,2,3,KGID100529,Hemangini,1982-11-08,2,3,0,2021-05-24
530,1,4,5,3,KGID100530,Qabil,1971-12-01,2,1,0,2025-03-18
531,17,652,5,3,KGID100531,Yadavi,1993-08-29,1,2,0,2004-08-25
532,6,289,1,1,KGID100532,Jeet,1998-07-09,1,6,1,1998-02-27
533,7,344,3,1,KGID100533,Neel,1985-03-03,2,8,0,2014-06-02
534,10,430,1,1,KGID100534,Hiral,1978-07-11,2,5,0,2022-12-08
535,1,3,1,2,KGID100535,Bhanumati,1999-10-08,2,3,0,2011-02-13
536,28,1010,4,2,KGID100536,Anvi,1996-04-25,2,2,0,2005-04-27
537,11,462,1,1,KGID100537,Girik,1971-10-23,1,5,0,2024-02-28
538,13,535,5,1,KGID100538,Mitesh,1984-08-22,2,3,0,2013-01-30
539,7,330,3,3,KGID100539,Geetika,1973-05-17,1,6,0,2024-01-19
540,27,989,3,2,KGID100540,Ayush,1996-03-14,1,7,0,2013-10-08
541,5,208,1,1,KGID100541,Alka,1970-04-25,2,5,0,2025-07-02
542,16,610,1,1,KGID100542,Omaja,1989-09-10,2,8,0,2020-11-21
543,19,739,1,1,KGID100543,Bimala,1988-07-27,2,8,0,2007-02-17
544,2,53,1,3,KGID100544,Yash,1989-05-18,2,2,0,2011-08-05
545,5,237,1,2,KGID100545,Chameli,1994-11-30,2,8,0,2017-09-04
546,13,543,1,3,KGID100546,Nakul,1982-12-22,2,3,0,2021-07-03
547,21,782,2,2,KGID100547,Samar,1982-07-02,1,5,0,2018-11-06
548,13,540,1,2,KGID100548,Eiravati,1979-02-13,1,3,0,2016-12-27
549,5,199,1,2,KGID100549,Mohini,1992-07-08,2,4,0,2022-05-08
550,21,793,4,2,KGID100550,Hitesh,1971-12-31,2,4,0,2024-04-17
551,4,162,2,3,KGID100551,Amara,1978-05-28,1,3,0,2020-10-01
552,24,920,1,1,KGID100552,Chandresh,1982-11-03,1,4,0,2014-05-20
553,23,868,1,3,KGID100553,Omya,1977-06-03,2,4,1,2020-08-16
554,6,303,4,2,KGID100554,Nathaniel,1975-12-30,2,2,0,2024-09-28
555,22,814,2,2,KGID100555,Dhriti,1995-03-19,2,1,0,2023-10-30
556,30,1071,4,1,KGID100556,Yutika,1974-01-03,2,3,0,2021-05-07
557,5,206,5,3,KGID100557,Widisha,1983-06-05,1,5,0,2023-11-10
558,18,705,4,2,KGID100558,Yashasvi,1968-05-04,2,8,0,2025-07-21
559,26,969,1,2,KGID100559,Ira,1983-02-06,2,3,0,2014-12-03
560,22,823,1,2,KGID100560,Upma,1969-03-17,1,1,0,2025-07-21
561,14,551,4,1,KGID100561,Hritik,1977-04-08,2,5,0,2017-08-13
562,27,1007,4,3,KGID100562,Jasmit,1982-03-16,1,4,0,2024-01-09
563,24,908,4,2,KGID100563,Nandini,1993-07-11,2,7,0,2010-05-03
564,5,183,1,1,KGID100564,Janani,1969-04-17,2,8,0,2025-07-21
565,20,766,4,3,KGID100565,Yamini,1986-05-13,1,2,0,2009-10-20
566,28,1038,2,3,KGID100566,Jagat,1982-11-12,1,3,0,2019-09-13
567,10,412,4,1,KGID100567,Kashvi,1971-12-05,1,8,0,2023-09-30
568,19,739,3,2,KGID100568,Jasmit,1994-07-31,2,8,0,2009-01-11
569,5,254,3,1,KGID100569,Yashodhara,1993-03-22,2,8,0,2006-05-01
570,8,364,5,2,KGID100570,Balvan,1981-03-14,2,6,0,2014-01-13
571,13,530,3,3,KGID100571,Urvi,1972-03-18,1,5,0,2023-07-21
572,3,102,1,3,KGID100572,Yutika,1985-03-18,1,4,0,2011-12-08
573,10,424,1,2,KGID100573,Eiravati,1972-04-21,1,1,0,2025-05-06
574,5,271,3,3,KGID100574,Chandani,1973-01-29,1,4,0,2025-07-07
575,16,626,3,3,KGID100575,Yashodhara,1987-09-28,2,7,0,2016-09-07
576,18,715,2,1,KGID100576,Chandani,1985-08-27,2,5,0,2020-11-21
577,22,814,2,1,KGID100577,Garima,1983-09-13,2,5,0,2011-10-15
578,5,222,2,2,KGID100578,Darika,1990-06-19,2,6,0,2025-02-16
579,13,535,3,3,KGID100579,Avi,1994-08-23,2,4,0,2018-09-07
580,12,493,4,3,KGID100580,Vedant,1987-11-07,2,6,0,2012-05-01
581,2,53,3,2,KGID100581,Onkar,1992-01-31,2,7,0,2015-12-22
582,2,73,2,3,KGID100582,Lajita,1985-05-18,1,6,0,2021-02-02
583,11,456,3,3,KGID100583,Azad,1972-07-30,2,6,0,2024-08-05
584,8,349,4,3,KGID100584,Rayaan,1987-01-08,1,5,0,2020-02-29
585,5,263,3,3,KGID100585,Max,1968-03-13,1,6,0,2025-07-21
586,11,456,2,3,KGID100586,Yachana,1981-08-05,2,7,0,2015-12-31
587,17,679,2,3,KGID100587,David,1993-11-26,2,8,0,2023-08-24
588,26,964,1,3,KGID100588,Ekta,1991-07-21,1,8,0,2014-12-18
589,28,1025,1,3,KGID100589,Krisha,2001-06-28,2,5,0,2008-11-10
590,6,309,1,1,KGID100590,Hema,1978-03-22,2,7,1,2018-02-10
591,25,938,1,3,KGID100591,Aishani,1986-02-16,1,2,0,2020-01-16
592,8,363,1,1,KGID100592,Yatin,1988-04-18,1,8,0,2010-03-17
593,8,346,2,1,KGID100593,Chameli,1977-01-14,2,2,0,2019-12-10
594,23,889,3,2,KGID100594,Vrinda,1993-10-10,2,8,0,2018-06-21
595,2,78,2,3,KGID100595,Anusha,1978-05-02,2,1,0,2019-09-10
596,30,1088,1,3,KGID100596,Ladli,1977-05-04,1,4,0,2022-02-20
597,18,706,1,1,KGID100597,Hemani,1998-01-04,2,5,0,2007-12-29
598,3,94,1,2,KGID100598,Bina,2000-01-05,2,6,0,2019-06-30
599,5,275,1,2,KGID100599,Farhan,1968-12-25,2,4,0,2025-07-21
600,22,827,1,1,KGID100600,Aahana,1979-05-01,1,4,0,2019-12-23
601,28,1034,1,2,KGID100601,Anika,1992-12-18,1,7,0,2007-06-23
602,13,524,4,3,KGID100602,Laksh,1999-04-12,1,1,0,2016-06-08
603,2,41,1,1,KGID100603,Wriddhish,1971-04-08,2,8,0,2025-01-12
604,31,1121,1,3,KGID100604,Upkaar,1975-10-19,1,4,0,2023-07-28
605,1,20,1,3,KGID100605,Odika,1989-03-30,1,5,0,2006-08-08
606,5,281,2,1,KGID100606,Laksh,1978-10-13,1,5,0,2020-10-20
607,5,218,2,3,KGID100607,Nakul,1967-09-24,1,5,0,2025-07-21
608,10,414,2,2,KGID100608,Vamakshi,1981-05-22,2,3,0,2024-10-09
609,28,1017,5,3,KGID100609,Bhavna,1983-10-15,2,6,0,2014-05-06
610,1,27,3,1,KGID100610,Gaurav,1978-06-22,2,3,0,2022-05-14
611,29,1048,1,3,KGID100611,Baljiwan,1989-09-24,1,5,0,2010-03-13
612,25,936,6,2,KGID100612,Patrick,1998-08-09,2,8,0,2001-08-18
613,8,358,4,2,KGID100613,Mekhala,1999-04-23,2,6,0,1996-08-23
614,5,238,1,1,KGID100614,Bimala,1994-05-06,1,3,0,2005-03-18
615,8,350,1,2,KGID100615,Hredhaan,1997-05-13,2,2,0,1997-10-24
616,18,702,1,2,KGID100616,Suhani,1999-02-14,2,8,0,2005-08-09
617,21,790,3,2,KGID100617,Wakeeta,2001-03-08,2,3,0,2010-12-09
618,3,121,6,1,KGID100618,Yamini,1997-10-15,1,7,0,2001-04-24
619,27,989,4,3,KGID100619,Isaiah,1983-06-20,2,3,0,2014-04-02
620,19,735,3,3,KGID100620,Aarini,1978-10-18,1,8,0,2023-02-18
621,5,232,4,2,KGID100621,Geetika,1991-12-27,1,2,0,2003-11-12
622,17,644,1,3,KGID100622,Reyansh,1994-06-10,1,6,0,2014-09-30
623,5,196,2,3,KGID100623,Nidra,1973-07-09,1,8,0,2024-12-22
624,21,789,1,3,KGID100624,Gabriel,1995-09-03,1,1,0,2012-12-13
625,7,322,2,2,KGID100625,Logan,1981-03-07,2,3,0,2014-09-12
626,27,1007,1,2,KGID100626,Abeer,1983-10-15,2,1,0,2024-08-26
627,20,776,2,1,KGID100627,Amara,1976-06-02,1,8,0,2020-03-14
628,24,918,1,2,KGID100628,Advay,1999-12-29,2,6,0,2004-08-11
629,28,1019,3,1,KGID100629,Warinder,1976-06-12,1,7,0,2021-01-26
630,31,1125,1,1,KGID100630,Damyanti,1969-08-31,2,4,0,2025-07-21
631,25,935,5,2,KGID100631,Deepa,1972-12-25,1,4,0,2024-08-11
632,17,680,2,3,KGID100632,Chakrika,1991-01-09,2,6,0,2017-08-09
633,5,234,1,3,KGID100633,Kiaan,1980-01-19,1,1,0,2016-12-25
634,15,598,2,2,KGID100634,Kashvi,1983-10-24,1,1,0,2017-12-03
635,27,1009,1,3,KGID100635,Urishilla,1981-09-10,2,2,0,2020-02-22
636,9,402,1,2,KGID100636,Tejas,1993-04-21,1,8,0,2020-10-19
637,9,391,3,1,KGID100637,Finn,1993-06-16,2,1,0,2017-11-18
638,5,253,4,2,KGID100638,Janaki,1985-06-03,2,3,0,2018-01-01
639,1,9,2,1,KGID100639,David,1970-03-17,2,8,0,2025-02-11
640,8,363,3,1,KGID100640,Samaksh,1995-09-25,1,2,0,2023-01-10
641,17,660,2,2,KGID100641,Falak,1987-01-10,2,4,0,2010-04-02
642,18,703,6,2,KGID100642,Samesh,1996-08-09,1,3,0,2010-06-25
643,29,1050,1,3,KGID100643,Yashvi,1991-12-06,2,4,0,2014-04-22
644,15,596,3,3,KGID100644,Kevin,1982-09-13,1,3,0,2013-04-11
645,17,661,3,2,KGID100645,Dalbir,1985-01-02,2,7,0,2016-11-10
646,30,1094,1,2,KGID100646,Darika,1986-07-21,1,2,0,2019-12-28
647,6,298,1,1,KGID100647,Aarush,1992-02-23,1,5,0,2011-08-29
648,7,330,6,3,KGID100648,Chakradev,1992-11-29,2,3,0,2015-11-08
649,15,605,1,3,KGID100649,Darpan,1981-12-16,1,6,0,2021-12-15
650,5,210,3,3,KGID100650,Urmi,1999-05-01,1,7,0,1997-08-16
651,15,590,3,1,KGID100651,Krishna,1968-08-19,2,7,0,2025-07-21
652,17,641,5,1,KGID100652,Osha,1993-08-04,1,5,0,2025-01-12
653,24,908,4,3,KGID100653,Saumya,1980-04-14,2,4,0,2024-05-10
654,9,397,1,1,KGID100654,Keya,1997-02-13,1,3,0,2022-12-10
655,29,1053,1,1,KGID100655,Kiaan,1970-04-13,2,5,0,2025-07-07
656,5,267,1,2,KGID100656,Pranav,1989-10-10,1,6,0,2012-07-04
657,7,318,1,2,KGID100657,Joshua,2001-04-24,1,5,0,2006-02-17
658,19,734,1,3,KGID100658,Aarush,1992-04-20,2,4,0,2007-09-04
659,29,1067,1,3,KGID100659,Ubika,1993-04-06,1,7,0,2025-01-13
660,22,827,1,1,KGID100660,Ladli,1990-06-15,1,6,0,2015-12-26
661,15,602,1,3,KGID100661,Hiral,1995-07-20,2,1,0,2005-12-27
662,18,709,2,3,KGID100662,Isaiah,1972-10-29,1,1,0,2023-02-13
663,17,658,2,1,KGID100663,Amol,1968-08-25,2,5,0,2025-07-21
664,15,580,1,3,KGID100664,Bahadurjit,1975-09-26,2,8,0,2019-12-16
665,16,608,4,1,KGID100665,Chanakya,1982-09-25,2,2,0,2021-04-15
666,7,343,6,3,KGID100666,Reva,1975-11-16,1,2,0,2019-10-26
667,11,437,4,2,KGID100667,Daksh,1975-07-10,1,4,0,2020-11-09
668,23,892,3,1,KGID100668,Vivaan,1972-04-26,1,1,0,2025-07-13
669,17,680,1,1,KGID100669,Eiravati,1995-04-17,1,3,0,2018-07-28
670,4,145,2,1,KGID100670,Ekani,1987-03-10,2,7,0,2021-06-16
671,22,829,2,1,KGID100671,Timothy,1975-08-11,2,2,0,2024-10-22
672,3,130,4,3,KGID100672,Parth,1981-08-13,1,2,0,2016-11-07
