VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1572,781,Nachiket Pant,46,M,0
1573,782,Janya Andra,19,T,0
1574,782,Faraj Jha,76,M,0
1575,782,Harini Kapoor,61,F,0
1576,783,Hitesh Sandhu,35,F,0
1577,783,Yauvani Choudhry,25,M,0
1578,784,Vedhika Nigam,41,F,0
1579,784,Banjeet Sem,19,F,0
1580,785,Alexander Gara,29,T,0
1581,785,Chaaya Hari,52,T,0
1582,786,Lopa Savant,77,F,0
1583,787,Aayush Srinivasan,47,T,0
1584,788,Laksh Mani,45,M,0
1585,788,Yahvi Bhatti,75,M,0
1586,788,Arjun Anne,51,M,0
1587,789,Bina Raval,41,T,0
1588,790,Jagat Majumdar,48,T,0
1589,790,Osha Lad,57,M,0
1590,791,Guneet Desai,48,F,0
1591,792,Leela Bahl,16,M,0
1592,792,Chakrika Master,41,M,0
1593,793,Triveni Jani,67,M,0
1594,793,Xiti Sheth,26,F,0
1595,794,Damyanti Kari,26,F,0
1596,794,Quincy Sathe,18,F,0
1597,795,Chandresh Edwin,18,T,0
1598,795,Gaurangi Lad,28,T,0
1599,796,Chakradev Sen,50,F,0
1600,796,Priya Krishna,79,F,0
1601,796,Advaith Sehgal,67,F,0
1602,797,Jeremiah Kamdar,60,F,0
1603,798,Gaurika Prabhakar,29,F,0
1604,798,Aashi Ahuja,36,T,0
1605,798,Atharv Vohra,55,F,0
1606,799,Dipta Handa,31,T,0
1607,800,Faraj Bala,9,T,0
1608,800,Aashi Din,28,T,0
1609,801,Parth Din,63,F,0
1610,801,Harshil Cherian,79,T,0
1611,801,Ucchal Prabhakar,24,T,0
1612,802,Amrita Raval,20,T,0
1613,802,Bachittar Prasad,31,M,0
1614,803,Warhi Brahmbhatt,14,M,0
1615,804,Hema Apte,21,M,0
1616,804,Bishakha Issac,48,M,0
1617,804,Qasim Sachdev,75,T,0
1618,805,Sachi Sant,32,F,0
1619,805,Abdul Zacharia,75,M,0
1620,805,Bachittar Rao,55,T,0
1621,806,Turvi Dugar,5,T,0
1622,806,Pranit Zachariah,27,T,0
1623,807,Sneha Rana,15,T,0
1624,808,Aarnav Sahota,23,M,0
1625,808,Januja Sachar,14,M,0
1626,809,Bachittar Mammen,34,M,0
1627,810,Mitesh Prasad,52,M,0
1628,810,Hemangini Bhargava,65,F,0
1629,811,Sathvik Hari,43,T,0
1630,812,Pooja Deo,66,M,0
1631,813,Maya Munshi,5,M,0
1632,813,Daksh Dalal,37,M,0
1633,814,Tripti More,65,T,0
1634,814,Arunima Dutta,53,F,0
1635,815,Harish Subramaniam,55,F,0
1636,815,Vincent Rattan,23,F,0
1637,815,Pallavi Mahal,72,M,0
1638,816,Jai Sen,41,F,0
1639,816,Avi Agrawal,37,F,0
1640,817,Irya Karpe,10,T,0
1641,817,Isha Anne,66,T,0
1642,817,Girindra Madan,59,T,0
1643,818,Unnati Date,35,M,0
1644,818,Zayan Deep,66,F,0
1645,819,Pranit Amble,78,M,0
1646,819,Vasudha Tailor,69,M,0
1647,820,Noah Oak,73,T,0
1648,820,Bimala Sant,11,F,0
1649,820,Dakshesh Venkatesh,69,M,0
1650,821,Vanya Deshmukh,20,F,0
1651,821,Orinder Badami,27,T,0
1652,822,Inaya Anand,48,M,0
1653,823,Gautam Gara,24,M,0
1654,823,Yatan Mahal,35,F,0
1655,823,Bhavna Gill,18,M,0
1656,824,Krish Rout,26,M,0
1657,825,Chandresh Chad,34,M,0
1658,826,Ansh Wadhwa,20,T,0
1659,826,Triya Sunder,8,T,0
1660,826,Ekani Ratta,76,M,0
1661,827,Tejas Vora,58,T,0
1662,827,Advaith Aurora,68,M,0
1663,828,Ishwar Arora,79,M,0
1664,828,Barkha Chander,11,M,0
1665,828,Chandani Devan,41,F,0
1666,829,Ucchal Singhal,62,M,0
1667,830,Zayan Master,62,T,0
1668,830,Chakradev Mall,73,M,0
1669,830,Ekaraj Solanki,62,F,0
1670,831,Bhavini Kanda,49,T,0
1671,832,Theodore Luthra,73,F,0
1672,832,Priya Nayak,49,M,0
1673,833,Omya Barman,77,F,0
1674,833,Unni Ghose,7,F,0
1675,834,Dhriti Subramaniam,53,M,0
1676,834,Owen Chand,57,T,0
1677,835,Dalaja Suresh,63,T,0
1678,835,Girindra Memon,46,T,0
1679,835,Tamanna Tiwari,16,T,0
1680,836,Unni Deep,62,T,0
1681,837,Zilmil Pradhan,20,T,0
1682,837,Darpan Dixit,29,F,0
1683,837,Vaishnavi Ganesan,25,F,0
1684,838,Priya Bandi,62,F,0
1685,838,Balhaar Kari,66,M,0
1686,839,Nidhi Sinha,57,M,0
1687,839,Krishna Goswami,35,F,0
1688,839,Osha Roy,39,M,0
1689,840,Falguni Kamdar,59,F,0
1690,841,Daksha Gara,68,F,0
1691,841,Mugdha Bajwa,72,F,0
1692,842,Pahal Brahmbhatt,12,F,0
1693,842,Saanvi Balan,70,M,0
1694,842,Mahika Jha,31,M,0
1695,843,Samar Kaul,18,T,0
1696,844,Nakul Balan,76,T,0
1697,845,Omya Sengupta,10,F,0
1698,845,Lajita Gola,50,M,0
1699,846,Anita Kata,60,F,0
1700,846,Yatan Bhagat,26,T,0
1701,846,Faqid Shukla,67,F,0
1702,847,Zayyan Dhar,6,F,0
1703,848,Vamakshi Bhagat,15,T,0
1704,849,Zarna Bhatti,29,M,0
1705,849,Nathaniel Ratti,62,F,0
1706,849,Noah Sachdeva,58,M,0
1707,850,Aarnav Sampath,11,M,0
1708,850,Lekha Choudhary,45,M,0
1709,851,Parth Sama,29,T,0
1710,851,Aishani Mand,40,F,0
1711,851,Tejas Nanda,67,T,0
1712,852,Anirudh Chana,12,F,0
1713,852,Udant Shanker,76,M,0
1714,853,Daniel Krish,7,T,0
1715,853,Saumya Acharya,73,M,0
1716,853,Chaaya Kibe,49,M,0
1717,854,Tristan Sandal,53,T,0
1718,854,Yachana Buch,73,M,0
1719,855,Aradhana Ratta,37,M,0
1720,855,Max Hora,69,F,0
1721,855,Vihaan Sangha,52,F,0
1722,856,Lila Gour,11,T,0
1723,856,Nirja Dave,78,M,0
1724,857,Krishna Dubey,50,F,0
1725,858,Warhi Seshadri,56,F,0
1726,858,Kashish Saraf,74,F,0
1727,858,Charvi Dara,29,F,0
1728,859,Yatin Chandran,73,M,0
1729,860,Chameli Bawa,36,F,0
1730,860,Mohini Din,52,T,0
1731,860,Dalaja Karan,5,F,0
1732,861,Kevin Bali,31,T,0
1733,861,Falak Rajagopal,70,M,0
1734,862,Azaan Sundaram,51,M,0
1735,862,Priya Chaudry,31,T,0
1736,862,Nandini Dass,20,T,0
1737,863,Harish Vora,33,T,0
1738,863,Gauri Srinivasan,64,T,0
1739,864,Eesha Kar,33,F,0
1740,864,Rishi Subramaniam,54,T,0
1741,864,Nidhi Chatterjee,41,M,0
1742,865,Manan Nath,24,M,0
1743,865,Rushil Varty,35,M,0
1744,866,Anvi Sen,66,T,0
1745,866,Aadi Madan,69,T,0
1746,867,Bahadurjit Parikh,27,T,0
1747,867,Vasudha Khare,13,F,0
1748,867,Idika Brar,74,T,0
1749,868,Abha Madan,74,F,0
1750,868,Jasmit Kothari,38,F,0
1751,868,Mitali Batta,72,F,0
1752,869,Advik Mukhopadhyay,12,F,0
1753,869,Devika Dalal,78,F,0
1754,870,Yoshita Prabhu,14,F,0
1755,870,Arya Bail,26,M,0
1756,870,Advik Doshi,66,T,0
1757,871,Kevin Iyengar,42,F,0
1758,871,Ranveer Sidhu,54,M,0
1759,872,Yashasvi Subramanian,58,F,0
1760,872,Om Barman,39,M,0
1761,872,George Zachariah,60,T,0
1762,873,Kritika Chaudhry,37,F,0
1763,873,Gautami Yogi,69,T,0
1764,873,Hamsini Batta,58,M,0
1765,874,Upma Amble,11,T,0
1766,875,Dakshesh Wali,45,M,0
1767,876,Anita Sama,23,F,0
1768,877,Eta Prashad,38,M,0
1769,877,Januja Kata,15,F,0
1770,877,Lakshit Rajagopalan,6,M,0
1771,878,Ganga Ben,36,T,0
1772,878,Warjas Barman,22,T,0
1773,878,Meghana Khare,68,F,0
1774,879,Caleb Dani,70,M,0
1775,879,Daniel Khalsa,42,M,0
1776,879,Luke Patla,77,M,0
1777,880,Qushi Bassi,38,T,0
1778,881,Bhavika Narayan,65,M,0
1779,881,Yoshita Chana,20,M,0
1780,881,Amol Dara,71,M,0
1781,882,Mitali Ravi,56,M,0
1782,882,Oliver Prabhakar,54,T,0
1783,882,Jatin Tak,32,M,0
1784,883,Chaman Sen,39,M,0
1785,883,Oviya Ravi,80,T,0
1786,884,Rushil Agrawal,31,M,0
1787,885,Praneel Kumer,58,M,0
1788,885,Falan Kadakia,17,T,0
1789,885,Eta Mohanty,5,F,0
1790,886,Chatura Nagar,67,M,0
1791,886,Jatin Buch,8,F,0
1792,886,Radhika Mital,46,F,0
1793,887,Aishani Sharma,62,M,0
1794,887,Abhimanyu Prasad,57,T,0
1795,888,Atharv Parsa,39,M,0
1796,889,Balveer Grewal,36,M,0
1797,890,Nathaniel Kapur,30,M,0
1798,890,Lohit Batra,78,T,0
1799,890,William Gopal,53,M,0
1800,891,Chameli Talwar,11,T,0
1801,891,Manthan Andra,64,F,0
1802,891,Garima Nagi,58,M,0
1803,892,Ekaraj Jaggi,28,T,0
1804,892,Jeet Balan,34,M,0
1805,892,Maya Mane,9,T,0
1806,893,Mitali Ratti,35,F,0
1807,893,Vanya Bala,15,F,0
1808,893,Aarush Johal,46,M,0
1809,894,Baljiwan Solanki,38,M,0
1810,894,Chatresh Deo,49,T,0
1811,894,Anamika Badami,74,M,0
1812,895,Balveer Konda,59,T,0
1813,895,Rayaan Trivedi,54,M,0
1814,896,Amara Murty,66,M,0
1815,896,Sathvik Chawla,41,M,0
1816,896,Vedhika Mall,9,M,0
1817,897,Akshay Manda,51,M,0
1818,898,Karan Kapadia,30,T,0
1819,898,Lakshmi Chaudhuri,40,F,0
1820,899,Amol Agrawal,20,F,0
1821,900,Mitali Shenoy,71,M,0
1822,900,Devansh Varghese,42,M,0
1823,901,Nandini Mohan,63,F,0
1824,901,Anika Raman,7,M,0
1825,902,Reyansh Khurana,61,T,0
1826,903,Omya Naidu,6,T,0
1827,904,Jagrati Tak,53,M,0
1828,905,Kevin Manne,72,M,0
1829,906,Ekta Chhabra,60,T,0
1830,907,Eesha Singhal,65,F,0
1831,907,Devansh Sethi,64,M,0
1832,907,Yatan Rege,16,T,0
1833,908,Gaurangi Bava,26,M,0
1834,908,Azaan Mall,58,M,0
1835,908,Simon Luthra,8,F,0
1836,909,Anjali Nayar,26,M,0
1837,909,Amruta Choudhary,29,T,0
1838,909,Janani Ramachandran,7,M,0
1839,910,Chandani Upadhyay,41,F,0
1840,910,Ekanta Tara,11,T,0
1841,910,Zayan Bahl,78,T,0
1842,911,Anamika Din,20,F,0
1843,911,Viraj Chana,36,M,0
1844,912,Tripti Sinha,54,M,0
1845,913,Saksham Aggarwal,42,F,0
1846,913,Ekaja Venkatesh,41,T,0
1847,913,Yoshita Malhotra,25,M,0
1848,914,Azaan Patel,50,M,0
1849,914,Ati Gandhi,40,F,0
1850,914,Osha Srivastava,17,F,0
1851,915,Tanay Chadha,42,M,0
1852,915,George Wagle,37,F,0
1853,916,Oeshi Bajaj,59,F,0
1854,916,Michael Keer,22,F,0
1855,917,Onveer Kari,12,F,0
1856,917,Daksh Banik,6,M,0
1857,918,Ekavir Saxena,75,F,0
1858,918,Watika Murthy,75,M,0
1859,919,Turvi Varkey,40,T,0
1860,919,Ira Bhattacharyya,57,F,0
1861,920,Nachiket Badal,47,M,0
1862,920,Mohini Buch,6,M,0
1863,921,Mohammed Zacharia,18,T,0
1864,922,Manan Dhawan,31,T,0
1865,922,Vihaan Kapur,44,M,0
1866,923,Diya Basu,10,F,0
1867,923,Vritti Narang,57,F,0
1868,923,Yasti Sachdev,46,T,0
1869,924,Riya Keer,25,T,0
1870,925,Girik Vohra,73,F,0
1871,925,Tristan Varty,34,T,0
1872,926,Charan Chaudry,71,T,0
1873,927,Ishaan Nair,60,M,0
1874,928,Lucky Kata,28,T,0
1875,928,Amara Parikh,66,M,0
1876,928,Yauvani Manne,76,T,0
1877,929,Tejas Tara,65,T,0
1878,930,Gaurang Narula,76,M,0
1879,931,Ekapad Palan,54,F,0
1880,932,Charita Manne,47,F,0
1881,932,Urishilla Kumar,28,M,0
1882,932,Patrick Das,62,T,0
1883,933,Yochana Chandra,52,F,0
1884,933,Ekbal Mangat,15,T,0
1885,933,Vedant Mital,39,F,0
1886,934,Kabir Dass,5,M,0
1887,934,Bhavya Khurana,49,F,0
1888,935,Ojasvi Sachdev,53,F,0
1889,935,Faras Agarwal,45,M,0
1890,935,Dhriti Ramesh,6,T,0
1891,936,Vinaya Parmar,68,T,0
1892,937,Daksha Majumdar,56,M,0
1893,937,Jai Mahal,26,F,0
1894,938,Logan Puri,74,M,0
1895,938,Imaran Rajagopal,44,T,0
1896,938,Vrishti Dave,80,F,0
1897,939,Atharv Kalita,32,M,0
1898,939,Aarnav Gola,25,M,0
1899,940,Pranit Walla,56,F,0
1900,941,Manthan Parmar,80,F,0
1901,941,Ishwar Lad,56,T,0
1902,942,Ridhi Tandon,64,F,0
1903,942,Pavani Chandran,28,F,0
1904,943,Harish Wason,5,M,0
1905,943,Yagnesh Chada,62,T,0
1906,944,Nitara Garde,43,T,0
1907,944,Alexander Sunder,55,M,0
1908,944,Tanmayi Chatterjee,16,F,0
1909,945,Ekbal Pradhan,8,F,0
1910,945,Praneel Hayre,33,F,0
1911,946,Eta Devi,59,T,0
1912,946,Bhavya Chandran,58,T,0
1913,946,Bimala Dube,10,M,0
1914,947,Faqid Kunda,78,T,0
1915,947,Lucky Bahl,30,M,0
1916,948,Arunima Barad,28,T,0
1917,948,Ekaja Kata,57,F,0
1918,948,Qarin Goda,22,M,0
1919,949,Shaurya Kapoor,31,F,0
1920,949,Reyansh Kari,32,F,0
1921,950,Jonathan Kalita,38,M,0
1922,950,Quincy Tella,49,T,0
1923,950,Chanchal Misra,45,F,0
1924,951,Urvashi Kibe,7,M,0
1925,951,Jalsa Goel,79,M,0
1926,952,Gaurangi Bhatti,53,M,0
1927,952,Vinaya Ramakrishnan,69,F,0
1928,952,Kala Koshy,68,F,0
1929,953,Meera Saraf,14,T,0
1930,953,Viraj Nigam,76,F,0
1931,953,Nikita Datta,51,T,0
1932,954,Naksh Shankar,11,F,0
1933,954,Ronith Kapur,41,M,0
1934,954,Anika Kala,79,M,0
1935,955,Irya Kapur,60,M,0
1936,956,Ojas Agrawal,39,M,0
1937,956,Anusha Yadav,9,T,0
1938,957,Qarin Naik,37,F,0
1939,957,Maanas Gala,73,T,0
1940,957,Chaman Padmanabhan,10,T,0
1941,958,Advay Kale,64,T,0
1942,958,Adweta Tiwari,45,T,0
1943,958,Imaran Golla,80,T,0
1944,959,Indrajit Bali,60,F,0
1945,960,Nandini Koshy,6,T,0
1946,960,Bahadurjit Bumb,70,T,0
1947,960,Upkaar Kata,59,T,0
1948,961,Anusha Walla,63,F,0
1949,961,Baghyawati Bath,59,M,0
1950,961,Gaurang Bhatia,52,M,0
1951,962,Gavin Chawla,44,F,0
1952,962,Advaith Mandal,75,T,0
1953,962,Aryan Batta,47,M,0
1954,963,Aarna Thaker,33,M,0
1955,963,Chasmum Lal,33,M,0
1956,963,Darpan Kadakia,44,F,0
1957,964,Gabriel Tandon,29,M,0
1958,965,Chavvi Shetty,23,M,0
1959,965,Neel Verma,73,F,0
1960,966,Rajata Soni,31,M,0
1961,966,Vritti Rai,18,M,0
1962,967,Omkaar Krish,64,M,0
1963,968,Garima Behl,27,F,0
1964,969,Liam Patla,79,T,0
1965,970,Pooja Ramakrishnan,65,M,0
1966,970,Yashawini Kant,22,F,0
1967,971,Gabriel Shah,58,F,0
1968,971,Madhavi Raval,46,M,0
1969,972,Abdul Radhakrishnan,25,T,0
1970,972,Pranit Lad,24,M,0
1971,972,Yauvani Saxena,29,M,0
1972,973,Yachana Choudhry,47,T,0
1973,974,Bhanumati Arya,71,T,0
1974,974,Urishilla Narain,17,F,0
1975,974,Reyansh Parmar,15,T,0
1976,975,Sneha D’Alia,15,M,0
1977,975,Kashish Chaudry,76,T,0
1978,975,Yatin Palan,20,F,0
1979,976,Bimala Dalal,7,M,0
1980,976,Vrishti Baria,77,F,0
1981,977,Faras Natarajan,39,T,0
1982,978,Balhaar Gill,63,F,0
1983,978,Yashvi Kapoor,36,M,0
1984,979,Gunbir Kapadia,66,F,0
1985,979,Zashil Khatri,63,M,0
1986,979,Akshay Nagar,32,F,0
1987,980,Oni Sani,48,F,0
1988,981,Tripti Khosla,18,M,0
1989,981,Sneha Mahajan,71,M,0
1990,981,Sachi Bassi,80,F,0
1991,982,Udant Sahota,53,F,0
1992,982,Chandani Bhardwaj,63,F,0
1993,982,Ishita Kannan,29,F,0
1994,983,Mitali Merchant,55,T,0
1995,984,Baghyawati Gour,13,M,0
1996,985,Yatin Rao,27,M,0
1997,985,Falak Warrior,27,F,0
1998,985,Divya Shanker,71,M,0
1999,986,Jyoti Sethi,9,M,0
2000,986,William Kala,72,T,0
2001,986,Maanas Nigam,14,M,0
2002,987,Gautam Savant,34,F,0
2003,987,Hardik Sunder,17,F,0
2004,987,Naksh Dewan,21,T,0
2005,988,Patrick Ravi,10,F,0
2006,989,Isha Bali,56,M,0
2007,989,Jairaj Kashyap,70,F,0
2008,990,Matthew Bath,54,M,0
2009,990,Girish Bava,78,T,0
2010,990,Wriddhish Kohli,41,M,0
2011,991,Hardik Puri,18,M,0
2012,991,Qarin Oak,59,T,0
2013,991,Avni Tailor,65,M,0
2014,992,Bhavika Padmanabhan,41,F,0
2015,992,Laban Kaur,43,M,0
2016,992,Lekha Sidhu,23,F,0
2017,993,Agastya Dani,17,T,0
2018,993,Ira Hayre,34,F,0
2019,993,Faris Seth,34,M,0
2020,994,Nathaniel Chadha,21,F,0
2021,995,Ishaan Raman,24,M,0
2022,995,Riya Bajwa,40,F,0
2023,995,Vanya Sane,26,T,0
2024,996,Nachiket Bora,44,F,0
2025,997,Fiyaz Mangal,48,T,0
2026,998,Manthan Kohli,28,T,0
2027,999,Varenya Wason,22,T,0
2028,999,Harshil Swaminathan,22,F,0
2029,999,Watika Sachar,5,T,0
2030,1000,Lipika Pandit,77,F,0
2031,1000,Priya Ramaswamy,11,T,0
2032,1000,Qarin Sankar,45,T,0
2033,1001,Libni Singh,57,T,0
2034,1001,Abha Wadhwa,36,T,0
2035,1002,Bhavna Pillai,57,T,0
2036,1002,Anthony Mohanty,34,M,0
2037,1002,Lakshit Murty,64,T,0
2038,1003,Imaran Dhar,40,F,0
2039,1004,Vihaan Nagarajan,40,T,0
2040,1004,Ridhi Kale,31,M,0
2041,1004,Amruta Devi,8,F,0
2042,1005,Abeer Mangat,48,M,0
2043,1006,Maanas Kibe,5,F,0
2044,1007,Sai Arora,39,M,0
2045,1007,Ronith Ray,8,T,0
2046,1007,Logan Venkatesh,69,M,0
2047,1008,Yahvi Loyal,56,F,0
2048,1009,Wishi Chada,68,T,0
2049,1009,Lakshmi Anand,71,M,0
2050,1010,Tanveer Prasad,80,F,0
2051,1011,Imaran Soman,32,F,0
2052,1011,Darpan Zachariah,7,T,0
2053,1012,Yashodhara Oak,21,F,0
2054,1013,Ekaja Pandey,16,F,0
2055,1014,Baljiwan Dubey,59,F,0
2056,1015,Zansi Sami,19,M,0
2057,1016,Dominic Soni,33,T,0
2058,1016,Ekani Bala,41,T,0
2059,1017,Yug Upadhyay,78,M,0
2060,1017,Barkha Dutta,29,T,0
2061,1018,Samaksh Ahuja,72,T,0
2062,1019,Tristan Kumer,16,M,0
2063,1020,Abhimanyu Wason,7,T,0
2064,1020,Jeremiah Anand,20,F,0
2065,1021,Vasana Thaman,45,M,0
2066,1021,Rushil Agarwal,27,T,0
2067,1022,Rishi Merchant,59,F,0
2068,1022,Vrinda Kalita,62,F,0
2069,1022,Ikshita Sule,47,M,0
2070,1023,Krisha Patla,33,M,0
2071,1023,Inaya Rastogi,45,F,0
2072,1024,Lakshit Raghavan,12,M,0
2073,1025,Agastya Shanker,62,F,0
2074,1026,Ishaan Natt,70,T,0
2075,1026,Ishwar Butala,36,T,0
2076,1026,Baljiwan Char,62,F,0
2077,1027,Advika Sidhu,12,F,0
2078,1027,Tamanna Jani,35,T,0
2079,1028,Zayyan Rajagopalan,76,T,0
2080,1028,Yashasvi Sachdev,10,T,0
2081,1028,Bhanumati Khatri,62,F,0
2082,1029,Zarna Dhar,32,M,0
2083,1030,Kabir Mannan,37,F,0
2084,1031,Sathvik Dhar,66,M,0
2085,1031,Ishwar Rattan,13,F,0
2086,1032,Baljiwan Ben,36,T,0
2087,1033,Gautami Mallick,51,F,0
2088,1034,Panini Chakrabarti,69,M,0
2089,1034,Omisha Ramesh,8,T,0
2090,1034,Aryan Vala,56,M,0
2091,1035,Tanvi Aggarwal,78,T,0
2092,1036,Widisha Jain,60,T,0
2093,1037,Logan Sami,50,F,0
2094,1038,Varenya Rao,52,T,0
2095,1039,Orinder Dutt,19,F,0
2096,1040,Frederick Rana,56,T,0
2097,1040,Omkaar Grover,31,M,0
2098,1040,Ubika Manne,41,M,0
2099,1041,Warhi Rai,29,T,0
2100,1041,Aryan Guha,38,M,0
2101,1041,Aryan Nadig,80,M,0
2102,1042,Forum Subramanian,44,T,0
2103,1042,Ekaraj Dewan,50,M,0
2104,1042,Meghana Panchal,12,F,0
2105,1043,Adweta Madan,79,F,0
2106,1044,Mason Oak,37,T,0
2107,1045,Onveer Bajaj,63,T,0
2108,1045,Hemangini Dixit,53,F,0
2109,1046,Rohan Bahri,52,M,0
2110,1046,Advika Gera,39,M,0
2111,1047,Upasna Mani,48,F,0
2112,1047,Eta Talwar,16,T,0
2113,1048,Daksha Kulkarni,9,F,0
2114,1049,Amrita Toor,22,T,0
2115,1049,Chaman Karnik,22,F,0
2116,1050,Urishilla Agrawal,8,M,0
2117,1050,Yagnesh Dutt,61,M,0
2118,1050,Tejas Krishnamurthy,18,T,0
2119,1051,Amruta Rattan,57,M,0
2120,1052,Anamika Pai,56,F,0
2121,1053,Balvan Deo,44,F,0
2122,1053,Charita Oza,11,M,0
2123,1053,Qasim Chandra,24,T,0
2124,1054,Lucky Khare,42,F,0
2125,1054,Ayush Maharaj,21,F,0
2126,1054,Nandini Parmar,35,T,0
2127,1055,Januja Tandon,52,F,0
2128,1055,Reyansh Palla,31,M,0
2129,1056,Faris Kata,48,T,0
2130,1056,Girindra Brar,25,F,0
2131,1057,Azad Sahni,5,F,0
2132,1058,Gabriel Nadkarni,12,F,0
2133,1059,Oscar Samra,26,M,0
2134,1060,Wahab Nayar,10,F,0
2135,1060,Rajata Tak,63,M,0
2136,1060,Deepa Nayak,26,M,0
2137,1061,Gautam Manne,26,M,0
2138,1061,Dakshesh Dhillon,31,F,0
2139,1062,Riya Radhakrishnan,53,M,0
2140,1062,Qasim Bhatt,54,T,0
2141,1063,Frederick Verma,46,F,0
2142,1064,Veda Dani,14,M,0
2143,1064,Ekani Babu,14,F,0
2144,1064,Manan Contractor,70,F,0
2145,1065,Neel Upadhyay,67,F,0
2146,1066,Faqid Nagy,71,M,0
2147,1066,Tejas Sharma,74,M,0
2148,1067,Aachal Mahal,69,T,0
2149,1067,Charan Anne,40,T,0
2150,1067,Abeer Deep,46,F,0
2151,1068,Yahvi Ratta,69,M,0
2152,1068,Mekhala Batta,80,T,0
2153,1068,Champak Magar,8,T,0
2154,1069,Ekapad Yadav,45,F,0
2155,1070,Ekbal Bava,59,F,0
2156,1070,Harish Kohli,5,T,0
2157,1070,Avni Prashad,48,F,0
2158,1071,Azad Hegde,53,F,0
2159,1072,Vedika Sangha,64,F,0
2160,1072,Qarin Batra,39,T,0
2161,1073,Wyatt Luthra,69,T,0
2162,1074,Faris Choudhary,62,T,0
2163,1074,Alka Modi,15,T,0
2164,1075,Priya Tara,17,T,0
2165,1075,Warinder Sarna,70,M,0
2166,1075,Jackson Thaker,59,T,0
2167,1076,Ridhi Kanda,39,M,0
2168,1076,Kashish Patla,33,F,0
2169,1077,Bhavini Batra,59,F,0
2170,1078,Patrick Talwar,36,M,0
2171,1078,Samarth Kamdar,62,F,0
2172,1079,Yasti Karan,12,T,0
2173,1079,Mekhala Wali,50,F,0
2174,1079,Sarthak Sagar,30,F,0
2175,1080,Lila Uppal,64,F,0
2176,1080,Anthony Kalita,57,M,0
2177,1080,Vihaan Aggarwal,70,F,0
2178,1081,Forum Kapoor,12,T,0
2179,1082,Zilmil Hans,7,F,0
2180,1082,Gagan Yadav,25,T,0
2181,1083,Vritti Dash,24,M,0
2182,1083,Arya Rout,11,T,0
2183,1083,Omisha Parekh,23,F,0
2184,1084,Dhriti Ray,69,M,0
2185,1084,Girindra Reddy,8,F,0
2186,1085,Gaurang Kakar,10,M,0
2187,1085,Manya Wali,51,T,0
2188,1085,Champak Comar,77,M,0
2189,1086,Oviya Dara,71,M,0
2190,1086,Faraj Singhal,15,T,0
2191,1087,Vamakshi Gade,39,T,0
2192,1087,Chakrika Prabhu,13,M,0
2193,1088,Tejas Dube,46,M,0
2194,1088,Ekanta Oommen,10,T,0
2195,1089,Aachal Tak,43,T,0
2196,1090,Eesha Kaur,18,T,0
2197,1091,Krishna Mall,59,T,0
2198,1091,Patrick Chokshi,32,M,0
2199,1091,Veda Guha,7,M,0
2200,1092,Rehaan Sanghvi,26,T,0
2201,1092,Ayush Sridhar,46,T,0
2202,1092,Jai Srinivas,9,T,0
2203,1093,Yatan Goyal,76,F,0
2204,1094,Nachiket Balasubramanian,54,M,0
2205,1095,Jacob Varma,53,M,0
2206,1095,Dhruv Nayar,68,F,0
2207,1095,Anusha Anand,36,F,0
2208,1096,Reyansh Sibal,13,F,0
2209,1096,Ekaja Mukhopadhyay,80,F,0
2210,1096,Charita Nair,33,F,0
2211,1097,Pratyush Gill,46,T,0
2212,1097,Owen Khurana,54,T,0
2213,1097,Lavanya Raj,18,T,0
2214,1098,Jonathan Mand,47,M,0
2215,1099,Anamika Rout,74,F,0
2216,1100,Lakshmi Sarin,6,M,0
2217,1101,Leela Deol,70,T,0
2218,1101,Hemal Bail,39,T,0
2219,1101,Amruta Jayaraman,15,M,0
2220,1102,Upma Ravel,10,T,0
2221,1102,Chaitanya Kuruvilla,13,M,0
2222,1102,Jeet Virk,27,M,0
2223,1103,Simon Maharaj,28,T,0
2224,1104,Rachita Behl,16,F,0
2225,1104,Advika Sarraf,33,M,0
2226,1104,Faris Bal,36,F,0
2227,1105,Jagrati Sahota,10,T,0
2228,1106,Vyanjana Master,15,T,0
2229,1106,Pratyush Jayaraman,41,T,0
2230,1106,Sarthak Pillai,79,T,0
2231,1107,Deepa Bath,44,T,0
2232,1107,Aishani Gokhale,13,F,0
2233,1108,Ekiya Swaminathan,67,F,0
2234,1108,Orinder Puri,21,T,0
2235,1109,Anirudh Chad,11,F,0
2236,1110,Yahvi Pillay,71,F,0
2237,1110,Vrishti Sharaf,69,T,0
2238,1110,Krisha Soman,79,T,0
2239,1111,Rishi Sami,41,T,0
2240,1112,Kamala Sarraf,44,F,0
2241,1113,Laban Rama,16,T,0
2242,1114,Lakshit Pandya,73,F,0
2243,1114,Sanaya Sharaf,65,F,0
2244,1115,Alka Doctor,47,M,0
2245,1116,Sai Panchal,78,M,0
2246,1117,Bahadurjit Rege,57,T,0
2247,1118,Kalpit Sabharwal,67,M,0
2248,1118,Azad Arya,13,M,0
2249,1118,Abha Shukla,59,M,0
2250,1119,Oviya Brahmbhatt,72,F,0
2251,1119,Yachana Rastogi,75,M,0
2252,1119,Faris Chadha,72,T,0
2253,1120,Damini Singhal,79,T,0
2254,1121,Avni Shenoy,70,M,0
2255,1122,Anya Gala,54,M,0
