AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
1841,752,Anamika Butala,63,T,A1
1842,752,Anay Magar,27,F,A2
1843,753,Diya Chandra,40,F,A1
1844,753,Kalpit Singhal,51,T,A2
1845,754,Hemani Parmer,57,M,A1
1846,754,Isaac Raja,36,T,A2
1847,754,Karan Cherian,41,T,A3
1848,754,Indrajit Nagarajan,25,F,A4
1849,755,Tanish Sheth,23,M,A1
1850,755,Daniel Andra,33,F,A2
1851,756,Raksha Chakrabarti,20,T,A1
1852,756,Bachittar Swaminathan,51,T,A2
1853,756,Kalpit Chada,33,M,A3
1854,756,Charita Bassi,65,T,A4
1855,757,Anamika Sen,37,M,A1
1856,758,Rachit Divan,43,F,A1
1857,758,Om Bhatti,43,F,A2
1858,758,Ryan Swamy,25,T,A3
1859,759,Yuvraj Manne,63,F,A1
1860,759,Sudiksha Khatri,39,F,A2
1861,759,Aayush Aggarwal,59,F,A3
1862,760,Saksham Shan,46,M,A1
1863,761,Lipika Konda,56,F,A1
1864,761,Chandresh Bajaj,25,T,A2
1865,761,Theodore Krish,56,F,A3
1866,762,Kala Lad,55,T,A1
1867,762,Yachana Dhaliwal,54,T,A2
1868,763,Nirja Balan,65,F,A1
1869,763,Ekanta Prashad,58,M,A2
1870,764,Chatresh Chandran,34,M,A1
1871,765,Bhavya Agarwal,64,F,A1
1872,765,Mahika Dhaliwal,46,F,A2
1873,765,Hiral Tella,65,M,A3
1874,766,Jagrati Hans,45,F,A1
1875,766,Devika Dutta,60,T,A2
1876,766,Hemangini Sha,60,T,A3
1877,767,Omya Boase,57,F,A1
1878,767,Falak Pal,49,T,A2
1879,767,Bhavini Rao,20,T,A3
1880,767,Azad Bhat,64,T,A4
1881,768,Tara Chadha,38,F,A1
1882,768,Gaurav Gill,65,T,A2
1883,768,Joshua Sane,55,F,A3
1884,768,Indali Chakraborty,59,F,A4
1885,769,Aarna Muni,44,M,A1
1886,769,Chakradhar Mody,56,T,A2
1887,769,Maanas Sarraf,58,M,A3
1888,769,Theodore Mital,58,T,A4
1889,770,Aashi Keer,32,M,A1
1890,770,Oviya Chacko,64,M,A2
1891,771,Meera Sethi,42,M,A1
1892,772,Riya Uppal,40,T,A1
1893,772,Chaaya Solanki,39,T,A2
1894,773,Balhaar Sachar,55,T,A1
1895,773,Yashvi Mitter,56,T,A2
1896,773,Charvi Dhingra,29,T,A3
1897,774,Damyanti Saini,19,F,A1
1898,775,Ishanvi Kunda,53,T,A1
1899,775,Anay Ratta,50,F,A2
1900,775,Barkha Chakrabarti,44,F,A3
1901,776,Ubika Krish,46,F,A1
1902,776,Pushti Kaur,42,M,A2
1903,777,Oni Yadav,60,F,A1
1904,777,Nidhi Ravel,39,M,A2
1905,778,Gavin Dyal,38,T,A1
1906,778,Deepa Hayre,57,F,A2
1907,779,Lucky Chaudhry,63,T,A1
1908,780,Faris Chakraborty,28,F,A1
1909,780,Bachittar Arya,56,F,A2
1910,780,Chameli Soman,40,F,A3
1911,780,Wridesh Chhabra,31,M,A4
1912,781,Yashica Kuruvilla,54,F,A1
1913,782,Noah Dar,62,M,A1
1914,782,Urmi Ganesan,40,F,A2
1915,782,Aarush Sinha,39,M,A3
1916,782,Upadhriti Bhalla,55,F,A4
1917,783,Mohammed Dayal,30,T,A1
1918,783,Leena Krishnamurthy,33,T,A2
1919,784,Hitesh Amble,40,F,A1
1920,784,Bhavini Aurora,51,F,A2
1921,785,Tanay Rana,36,T,A1
1922,785,Nicholas Dara,58,T,A2
1923,785,Baljiwan Rajagopalan,17,T,A3
1924,785,Indira Shah,41,M,A4
1925,786,Dominic Sarkar,48,F,A1
1926,786,Yatan Patla,37,M,A2
1927,786,Gaurav Nagy,64,M,A3
1928,786,Jack Ray,59,T,A4
1929,787,Teerth Hora,58,M,A1
1930,787,Chakradhar Virk,63,F,A2
1931,787,Naksh Manda,43,F,A3
1932,788,Hredhaan Sandal,37,T,A1
1933,788,Alexander Mutti,56,F,A2
1934,788,Chakradhar Din,25,F,A3
1935,788,Jyoti Bobal,49,M,A4
1936,789,Vihaan Narayan,35,M,A1
1937,789,Dayita Chana,30,F,A2
1938,790,Vritti Tiwari,46,F,A1
1939,790,Jason Nagarajan,39,F,A2
1940,790,Yatin Nazareth,52,F,A3
1941,790,Indrajit Devan,44,M,A4
1942,791,Kashish Tank,64,F,A1
1943,791,Harita Pathak,46,T,A2
1944,791,Mohammed Puri,25,M,A3
1945,792,Kala Mammen,44,T,A1
1946,792,Turvi Sidhu,57,F,A2
1947,792,Balhaar Parmar,18,M,A3
1948,793,Janaki Rajagopalan,36,T,A1
1949,793,Vasana Wali,63,M,A2
1950,793,Vasana Bhat,47,M,A3
1951,794,Elijah Mitra,59,T,A1
1952,795,Neha Divan,39,M,A1
1953,796,Samuel Dhawan,18,T,A1
1954,796,Ekansh Jhaveri,19,T,A2
1955,796,Sathvik Rattan,52,T,A3
1956,797,Yamini Soman,38,T,A1
1957,797,Niharika Balan,58,T,A2
1958,797,Zansi Virk,63,T,A3
1959,798,Urvi Iyengar,35,M,A1
1960,798,Fiyaz Narang,46,T,A2
1961,799,Nisha Seshadri,23,T,A1
1962,799,Urvi Tella,39,F,A2
1963,799,Xalak Nori,20,M,A3
1964,800,Vansha Kade,47,T,A1
1965,800,Kalpit Shah,22,T,A2
1966,801,Pooja Dara,33,T,A1
1967,801,Hredhaan Sampath,55,M,A2
1968,801,Dakshesh Menon,20,M,A3
1969,802,Hemang Sandal,44,T,A1
1970,802,Sarthak Gola,16,F,A2
1971,802,Ayushman Gole,31,F,A3
1972,802,Akshay Chandran,18,M,A4
1973,803,Pahal Bakshi,33,T,A1
1974,803,Shravya Shetty,31,T,A2
1975,803,Tarak Buch,46,T,A3
1976,804,Qadim Kulkarni,43,T,A1
1977,804,Krisha Kapur,22,M,A2
1978,805,Abha Bhat,23,F,A1
1979,805,Inaya Nair,18,F,A2
1980,806,Nathaniel Dalal,47,F,A1
1981,806,Tristan Pall,48,F,A2
1982,806,Chanchal Sanghvi,57,F,A3
1983,807,Onveer Setty,35,F,A1
1984,807,Daksha Parekh,54,F,A2
1985,807,Vrinda Lanka,45,T,A3
1986,807,Arin Sethi,19,M,A4
1987,808,Omkaar Basu,53,T,A1
1988,808,Harshil Garg,48,M,A2
1989,808,Noah Grewal,34,M,A3
1990,809,Bakhshi Kar,22,F,A1
1991,809,Naksh Pall,19,T,A2
1992,809,Yug Jhaveri,25,M,A3
1993,809,Abeer Ganesh,22,M,A4
1994,810,Upkaar Nazareth,39,M,A1
1995,810,Falguni Bandi,32,M,A2
1996,811,Reyansh Gaba,39,F,A1
1997,812,Avi Palan,23,M,A1
1998,812,Jason Date,20,F,A2
1999,812,Anamika Chana,26,T,A3
2000,813,Xavier Taneja,57,M,A1
2001,814,Alexander Rajagopalan,32,M,A1
2002,814,Amrita Chander,17,M,A2
2003,814,Sara Oommen,52,M,A3
2004,814,Kevin Golla,58,T,A4
2005,815,Eiravati Dora,30,M,A1
2006,815,Zayan Rajagopal,57,F,A2
2007,816,Amruta Murty,64,M,A1
2008,816,Anamika Bhat,22,F,A2
2009,817,Liam Chaudhry,44,T,A1
2010,817,Chandani Khanna,40,M,A2
2011,817,Zansi Sathe,23,T,A3
2012,818,Girik Thaker,32,M,A1
2013,819,Raagini Tailor,44,T,A1
2014,819,Rushil Joshi,25,F,A2
2015,819,Onkar Sani,41,T,A3
2016,820,Yahvi Parmer,64,M,A1
2017,821,Mitali Subramaniam,60,M,A1
2018,821,Om Patil,32,M,A2
2019,821,Tarak Nagar,28,F,A3
2020,821,Faris Ramanathan,27,F,A4
2021,822,Qadim Pandit,52,M,A1
2022,822,Om Mital,58,F,A2
2023,822,Orinder Sabharwal,30,T,A3
2024,823,Agastya Sahni,31,T,A1
2025,824,Aadi Lala,31,T,A1
2026,824,Charles Patel,64,F,A2
2027,824,Rishi Goyal,61,F,A3
2028,824,Vansha Mane,19,T,A4
2029,825,Yatan Prabhakar,50,F,A1
2030,825,Peter Desai,33,T,A2
2031,825,Chanchal Sheth,54,T,A3
2032,825,Gabriel Kapadia,51,M,A4
2033,826,Mugdha Choudhry,49,F,A1
2034,826,Christopher Som,19,M,A2
2035,827,Vedant Sheth,29,M,A1
2036,827,Ryan Madan,21,M,A2
2037,827,Gautam Saxena,52,M,A3
2038,827,Manan Kapoor,61,F,A4
2039,828,Hardik Ramachandran,18,F,A1
2040,828,Anya Mani,25,M,A2
2041,829,Janaki Sood,55,F,A1
2042,830,Harini Chaudhry,27,M,A1
2043,830,Anmol Chadha,36,F,A2
2044,830,Ranbir Gera,19,T,A3
2045,831,Darika Loke,40,T,A1
2046,832,Yachana Ramachandran,42,M,A1
2047,832,Saumya Apte,34,T,A2
2048,832,Jagrati Memon,53,T,A3
2049,833,Zaitra Saraf,22,F,A1
2050,833,Dev Arora,17,F,A2
2051,834,Arya Keer,34,F,A1
2052,834,Amol Bali,40,T,A2
2053,834,Vansha Walla,42,F,A3
2054,835,Anya Kala,35,T,A1
2055,835,Charan Randhawa,52,F,A2
2056,835,Fitan Seth,17,M,A3
2057,836,Vivaan Raval,36,M,A1
2058,837,Advay Varughese,24,F,A1
2059,837,Gaurika Baria,52,T,A2
2060,837,Lekha Bahri,57,T,A3
2061,838,Sachi Loke,18,F,A1
2062,838,Yashodhara Korpal,44,F,A2
2063,838,Avi Randhawa,19,M,A3
2064,839,Avni Bumb,61,F,A1
2065,840,Chakradhar Ram,31,F,A1
2066,841,Ekantika Bains,33,F,A1
2067,841,Lakshit Dewan,22,F,A2
2068,842,Darsh Boase,58,M,A1
2069,842,Nicholas Aurora,17,T,A2
2070,842,Rehaan Goel,20,M,A3
2071,842,Nathaniel Swaminathan,29,T,A4
2072,843,Gautam Shankar,51,F,A1
2073,843,Pallavi Morar,54,M,A2
2074,844,Wahab Chahal,62,F,A1
2075,844,Eta Mittal,38,T,A2
2076,845,Harini Yohannan,43,F,A1
2077,845,Ranveer Agate,55,T,A2
2078,846,Oeshi Sinha,47,T,A1
2079,846,Libni Puri,40,T,A2
2080,846,Tristan Comar,21,M,A3
2081,847,Falguni Agarwal,52,M,A1
2082,848,Nitara Misra,39,M,A1
2083,848,Sanaya Bava,20,T,A2
2084,849,Chaman Mistry,30,M,A1
2085,849,Ayushman Bahl,27,M,A2
2086,849,Manan Varty,61,T,A3
2087,849,Qarin Sibal,44,M,A4
2088,850,Urmi Ravi,31,F,A1
2089,850,Kevin Aurora,50,T,A2
2090,850,Kiaan Badal,18,F,A3
2091,851,Qarin Kulkarni,42,M,A1
2092,851,Vedhika Ahuja,36,F,A2
2093,851,Pranav Apte,48,F,A3
2094,851,Luke Misra,40,M,A4
2095,852,Yuvraj Andra,52,F,A1
2096,853,Eesha Deol,37,M,A1
2097,854,Jhalak Mallick,57,M,A1
2098,854,Xavier Ratta,18,F,A2
2099,854,Yashvi Din,50,M,A3
2100,854,Indira Seth,32,M,A4
2101,855,Lakshmi Rau,43,M,A1
2102,855,Nikita Mander,49,T,A2
2103,855,Kai Pradhan,43,F,A3
2104,855,Vedhika Ghosh,46,M,A4
2105,856,Leena Saha,59,M,A1
2106,856,Elijah Setty,38,T,A2
2107,857,Tanveer Nagi,20,F,A1
2108,858,Aachal Vohra,24,F,A1
2109,859,Ryan Wable,23,M,A1
2110,859,Frado Dubey,19,T,A2
2111,859,Neha Anne,16,F,A3
2112,860,Bhavani Bobal,45,T,A1
2113,860,Charita Dani,19,T,A2
2114,860,Samarth Varty,36,T,A3
2115,861,Nathaniel Deshmukh,27,F,A1
2116,861,Advay Narayan,35,M,A2
2117,861,Christopher Venkataraman,40,M,A3
2118,862,Kala Ratti,21,T,A1
2119,862,Aayush Chada,17,F,A2
2120,862,Janya Korpal,63,M,A3
2121,863,Bina Ahuja,18,T,A1
2122,863,Yug Mohanty,25,T,A2
2123,864,Charles Taneja,35,M,A1
2124,864,Warhi Hegde,43,F,A2
2125,864,Ethan Taneja,59,T,A3
2126,864,David Kara,28,M,A4
2127,865,Rishi Kade,22,T,A1
2128,865,Banjeet Gupta,52,F,A2
2129,866,Raagini Bal,43,M,A1
2130,866,Ojasvi Dave,42,T,A2
2131,866,Divya Bhatti,17,F,A3
2132,866,Upma Sachdev,29,F,A4
2133,867,Indira Rajagopal,16,M,A1
2134,867,Aadhya Bansal,40,F,A2
2135,867,Irya Upadhyay,48,T,A3
2136,867,Hemangini Pal,49,M,A4
2137,868,Urvashi Agate,33,T,A1
2138,869,Andrew Kothari,30,T,A1
2139,869,Pranav Bumb,17,T,A2
2140,869,Shaurya Raja,47,T,A3
2141,870,Ekanta Dugar,40,M,A1
2142,870,Gautam Raja,33,F,A2
2143,870,Rajeshri Jhaveri,54,T,A3
2144,871,Adya Bail,54,T,A1
2145,872,Tristan Brar,22,F,A1
2146,873,Nicholas Rastogi,43,M,A1
2147,873,Quincy Dar,19,M,A2
2148,873,Neha Bali,39,F,A3
2149,873,Suhani Dutt,39,F,A4
2150,874,Vansha Mahajan,43,F,A1
2151,875,Ronith Buch,37,T,A1
2152,875,Devansh Mann,59,T,A2
2153,876,Lila Reddy,17,F,A1
2154,877,Charvi Babu,60,T,A1
2155,877,Kashvi Sunder,38,M,A2
2156,877,Abeer Kalita,61,T,A3
2157,878,Abhiram Prabhakar,34,T,A1
2158,878,Kai Wali,65,F,A2
2159,878,Pushti Lata,30,M,A3
2160,879,Arin Lala,44,T,A1
2161,879,Nakul Iyengar,58,M,A2
2162,879,Kamala Sibal,17,M,A3
2163,879,Vihaan Choudhury,54,T,A4
2164,880,Ubika Palla,40,F,A1
2165,880,Chakrika Nagy,23,T,A2
2166,880,Anjali Devan,25,M,A3
2167,881,Ijaya Palla,56,M,A1
2168,882,Charles Murty,41,M,A1
2169,882,Lajita Arora,32,T,A2
2170,882,Nilima Chauhan,58,M,A3
2171,882,Liam Mukherjee,24,F,A4
2172,883,Karan Hegde,48,F,A1
2173,883,Dev Pau,44,T,A2
2174,884,Ridhi Karpe,52,M,A1
2175,884,Pallavi Taneja,20,T,A2
2176,884,Diya Sampath,29,T,A3
2177,884,Idika Vyas,35,F,A4
2178,885,Alka Bhalla,47,F,A1
2179,885,Aishani Pau,54,M,A2
2180,886,Tanish Sanghvi,62,M,A1
2181,886,Lipika Dasgupta,35,T,A2
2182,887,Chandran Grewal,16,T,A1
2183,887,Vanya Som,44,M,A2
2184,887,Alka Konda,36,T,A3
2185,888,Vrinda Khurana,16,M,A1
2186,888,Ranveer Dhawan,16,M,A2
2187,888,Simon Deol,41,T,A3
2188,889,Ekanta Khatri,43,T,A1
2189,889,Megha Sharma,27,M,A2
2190,889,Rachit Kuruvilla,35,T,A3
2191,890,Girindra Krishnamurthy,19,F,A1
2192,890,Dhruv Sampath,23,M,A2
2193,890,Vedant Gill,43,F,A3
2194,891,Falguni Luthra,25,T,A1
2195,891,Jonathan Ramachandran,48,M,A2
2196,892,Tanay Dubey,20,F,A1
2197,892,Rachana Dora,32,F,A2
2198,892,Waida Sengupta,37,T,A3
2199,892,Unni Kamdar,38,M,A4
2200,893,Charles Khanna,58,T,A1
2201,893,Bakhshi Nayak,26,T,A2
2202,893,Omkaar Thakur,29,T,A3
2203,894,Urvashi Peri,22,T,A1
2204,894,Priya Setty,64,M,A2
2205,894,Lakshit Prabhu,55,F,A3
2206,895,Netra Lala,46,F,A1
2207,896,Aarini Toor,28,M,A1
2208,897,Luke Saha,21,M,A1
2209,898,Harrison Dugar,21,M,A1
2210,898,Hemang Narayan,49,T,A2
2211,899,Qabil Seshadri,26,F,A1
2212,899,Nihal Devan,25,T,A2
2213,899,Daksha Tank,61,M,A3
2214,900,Kabir Jayaraman,59,T,A1
2215,900,Vasudha Bhardwaj,26,T,A2
2216,900,Bina Bir,40,M,A3
2217,900,Chandran Rajagopalan,39,T,A4
2218,901,Ekta Varma,39,M,A1
2219,902,Sai Dube,16,T,A1
2220,902,Megha Dar,17,T,A2
2221,902,Daniel Dhaliwal,37,M,A3
2222,902,Fiyaz Rajagopalan,48,M,A4
2223,903,Eiravati Sengupta,33,F,A1
2224,903,Arunima Narayanan,32,T,A2
2225,904,Harish Gera,16,F,A1
2226,904,Upma Sankar,60,M,A2
2227,904,Abdul Amble,47,T,A3
2228,904,Libni Viswanathan,39,T,A4
2229,905,Ishanvi Bora,16,F,A1
2230,906,Parth Kunda,47,F,A1
2231,906,Abha Biswas,29,T,A2
2232,906,Chaman Ahluwalia,30,M,A3
2233,906,Saksham Jaggi,61,T,A4
2234,907,Chakradev Misra,22,M,A1
2235,907,Mitesh Kala,26,F,A2
2236,908,Rachita Bhatti,40,F,A1
2237,909,Agastya Misra,58,F,A1
2238,909,Brijesh Shetty,18,M,A2
2239,910,Chakradev Dey,43,T,A1
2240,911,Logan Natarajan,58,M,A1
2241,911,Anay Sidhu,62,F,A2
2242,911,Devika Dube,22,M,A3
2243,912,Rajeshri Sharma,46,F,A1
2244,912,Jasmit Comar,28,M,A2
2245,912,Ekalinga Varghese,54,M,A3
2246,913,Osha Dutt,48,M,A1
2247,914,Zaitra Kadakia,58,M,A1
2248,914,Sachi Hans,59,T,A2
2249,915,Upadhriti Zachariah,62,T,A1
2250,915,Chaitaly Din,63,F,A2
2251,916,Triveni Dhawan,53,F,A1
2252,916,Urvi Dani,29,F,A2
2253,917,Diya Mahajan,39,M,A1
2254,917,Christopher Mand,37,F,A2
2255,918,Samaksh Vohra,44,M,A1
2256,919,Wakeeta Bhardwaj,32,F,A1
2257,919,Kala Uppal,51,F,A2
2258,919,Oliver Ravel,40,M,A3
2259,919,Yashasvi Lall,37,M,A4
2260,920,Wazir Rastogi,59,T,A1
2261,920,Pranit Contractor,50,F,A2
2262,921,Guneet Vaidya,56,F,A1
2263,921,Avi Suresh,45,F,A2
2264,921,Neelima Rama,53,M,A3
2265,921,Jagat Batta,60,T,A4
2266,922,Yasti Sarkar,65,T,A1
2267,923,Rayaan Nigam,32,M,A1
2268,924,Onkar Kamdar,27,M,A1
2269,924,Ekantika Narayan,43,T,A2
2270,924,Brijesh Nadkarni,31,F,A3
2271,925,Ati Lall,35,M,A1
2272,925,Deepa Pillai,33,F,A2
2273,925,Henry Bose,38,F,A3
2274,926,Utkarsh Naidu,59,F,A1
2275,927,Falan Barad,32,T,A1
2276,928,Nisha Solanki,51,M,A1
2277,928,Aryan Kata,29,M,A2
2278,928,Prisha Misra,62,F,A3
2279,928,Dominic Sankaran,57,M,A4
2280,929,Jagat Pant,41,M,A1
2281,929,Jasmit Sethi,25,T,A2
2282,929,Manan Sarna,47,F,A3
2283,929,Hemang Upadhyay,54,M,A4
2284,930,Daksha Gade,44,T,A1
2285,930,Utkarsh Gill,49,M,A2
2286,931,Yug Sant,20,T,A1
2287,932,Ishanvi Mander,60,M,A1
2288,932,Vidhi Loyal,46,M,A2
2289,932,Panini Bhatt,24,F,A3
2290,932,Aarush Nayar,45,F,A4
2291,933,Varsha Raju,37,F,A1
2292,933,Aadhya Jani,44,F,A2
2293,934,Ayush Doshi,56,M,A1
2294,934,Ijaya Balan,25,M,A2
2295,934,Rachit Dada,46,T,A3
2296,934,Ojasvi Purohit,27,T,A4
2297,935,Arunima Ghosh,65,M,A1
2298,935,Krish Dave,55,T,A2
2299,935,Thomas Luthra,45,M,A3
2300,935,Elijah Joshi,47,T,A4
2301,936,Girindra Som,37,F,A1
2302,937,Avi Gala,60,F,A1
2303,937,Yatan Palla,40,T,A2
2304,937,Tanvi Modi,45,T,A3
2305,938,Tejas Bhavsar,40,T,A1
2306,938,Lakshmi Natt,19,T,A2
2307,938,Nakul Goswami,61,T,A3
2308,938,Reva Prashad,59,M,A4
2309,939,Hemal Bhatt,33,T,A1
2310,939,Anika Mani,36,F,A2
2311,940,Aadi Mital,46,F,A1
2312,940,Wridesh Kaur,47,T,A2
2313,940,Zayyan Patel,39,T,A3
2314,940,Kritika Chacko,58,T,A4
2315,941,Zansi Shukla,23,M,A1
2316,941,Tanay Bhatt,59,F,A2
2317,941,Abhiram Mann,40,F,A3
2318,942,Charles Wadhwa,44,M,A1
2319,943,Samuel Chad,51,M,A1
2320,943,George Bhattacharyya,30,F,A2
2321,944,Nidra Vohra,20,T,A1
2322,944,Pallavi Mitra,41,M,A2
2323,944,Ganga Sha,42,F,A3
2324,944,Niharika Agate,62,F,A4
2325,945,Netra Bandi,33,M,A1
2326,945,Qasim Hayer,32,T,A2
2327,945,Qasim Thakkar,57,F,A3
2328,946,Netra Rege,54,M,A1
2329,947,Neelima Samra,31,F,A1
2330,947,Samesh Venkataraman,43,T,A2
2331,948,Kashish Purohit,56,F,A1
2332,948,Ayaan Chandran,39,T,A2
2333,948,Faqid Comar,39,F,A3
2334,949,Januja Golla,27,F,A1
2335,949,Jackson Kala,56,T,A2
2336,949,Yagnesh Kumar,43,M,A3
2337,950,Priya Ahluwalia,61,F,A1
2338,950,Aishani Vala,20,M,A2
2339,950,Pushti Hans,19,F,A3
2340,950,Owen Bhagat,55,M,A4
2341,951,Vincent Parekh,22,T,A1
2342,951,George Natt,38,M,A2
2343,952,Omaja Saha,38,T,A1
2344,952,Henry Lata,44,T,A2
2345,952,Kala Kanda,60,M,A3
2346,952,Nidhi Prabhakar,30,T,A4
2347,953,Zaid Dube,41,T,A1
2348,953,Samaksh Rama,60,T,A2
2349,953,Matthew Mishra,17,F,A3
2350,954,Nirja Narasimhan,32,T,A1
2351,954,Yatin Bal,32,F,A2
2352,954,Harrison Ramaswamy,47,M,A3
2353,954,Chaman Singhal,55,M,A4
2354,955,Harrison Ramesh,42,T,A1
2355,955,Triya Chakrabarti,42,F,A2
2356,955,Yash Bajaj,46,M,A3
2357,955,Sathvik Som,17,F,A4
2358,956,Vasatika Bahl,17,F,A1
2359,956,Libni Maharaj,25,T,A2
2360,956,Jacob Deep,58,M,A3
2361,956,Bhavika Rao,22,F,A4
2362,957,Samesh Halder,57,M,A1
2363,958,Leela Master,65,F,A1
2364,958,Gaurang Rout,54,M,A2
2365,958,Atharv Sabharwal,17,T,A3
2366,959,Lopa Chokshi,43,M,A1
2367,960,Anita Kale,22,M,A1
2368,961,Radha Tak,37,M,A1
2369,962,Neel Barad,34,M,A1
2370,962,Omisha Sahni,37,M,A2
2371,962,Netra Bali,36,F,A3
2372,962,Balveer Koshy,44,F,A4
2373,963,Rudra Borde,25,F,A1
2374,963,Darsh Sridhar,61,T,A2
2375,963,Vedika Chaudhry,42,M,A3
2376,963,Lavanya Bhargava,60,M,A4
2377,964,Samar Deshmukh,38,M,A1
2378,965,Bimala Chanda,31,M,A1
2379,965,Kevin Walla,55,F,A2
2380,965,Chandani Nadig,34,F,A3
2381,966,Priya Guha,49,M,A1
2382,966,William Buch,24,T,A2
2383,966,Xalak Mitra,65,T,A3
2384,967,Jagat Pall,39,T,A1
2385,967,Chanakya Borra,58,M,A2
2386,968,Rachita Goyal,18,F,A1
2387,968,Ekalinga Ray,50,M,A2
2388,968,Hemangini Nazareth,28,F,A3
2389,968,Ekantika Gill,54,F,A4
2390,969,Vidhi Bhattacharyya,18,T,A1
2391,970,Azaan Pingle,60,M,A1
2392,970,Harini Sant,36,F,A2
2393,970,Ijaya Ratti,57,T,A3
2394,970,Jasmit Patla,37,M,A4
2395,971,Janaki Ravel,56,F,A1
2396,971,Atharv Lad,51,F,A2
2397,971,Abhiram Soni,24,T,A3
2398,971,Brijesh Butala,16,M,A4
2399,972,Abdul Aggarwal,20,M,A1
2400,972,Nilima Bhargava,50,M,A2
2401,972,Harish Sunder,64,F,A3
2402,972,Lohit Amble,52,T,A4
2403,973,Indali Edwin,35,T,A1
2404,973,Veer Dhar,26,T,A2
2405,974,Azad Agarwal,38,F,A1
2406,975,Dipta Hari,48,F,A1
2407,975,Saanvi Dhingra,37,T,A2
2408,976,Wridesh Balakrishnan,29,T,A1
2409,976,Anay Bora,58,F,A2
2410,976,Charita Chaudry,44,F,A3
2411,977,Yashvi Chandran,34,T,A1
2412,977,Bhavna Singh,57,T,A2
2413,978,Lekha Kapadia,37,F,A1
2414,978,Widisha Bakshi,24,T,A2
2415,979,Ekantika Padmanabhan,48,F,A1
2416,979,Kashish Mohan,40,F,A2
2417,980,Chanchal Parmer,41,T,A1
2418,980,Zinal Sanghvi,32,F,A2
2419,980,Krishna Bhavsar,31,M,A3
2420,981,Mohini Nadkarni,28,T,A1
2421,982,Yauvani Mand,32,T,A1
2422,983,Charvi Sharaf,60,T,A1
2423,984,Lohit Krishna,17,F,A1
2424,984,Simon Mitra,36,T,A2
2425,984,Azad Mahal,47,F,A3
2426,984,Suhani Date,19,M,A4
2427,985,Ayush Rajagopalan,34,F,A1
2428,985,Wishi Radhakrishnan,36,F,A2
2429,986,Jagrati Golla,16,T,A1
2430,986,Fitan Nagy,47,F,A2
2431,986,Lila Kara,30,F,A3
2432,986,Ati Bahri,33,M,A4
2433,987,Avi Mittal,58,F,A1
2434,987,Nikita Shetty,48,F,A2
2435,988,Shaurya Soman,23,M,A1
2436,989,Xiti Bath,49,M,A1
2437,990,Kashvi Kara,32,F,A1
2438,990,Vidhi Chad,39,M,A2
2439,990,Aarnav Bhardwaj,22,F,A3
2440,991,Yoshita Pillay,40,M,A1
2441,991,Dayamai Agate,37,T,A2
2442,992,Faqid Mane,26,F,A1
2443,992,Krisha Mann,31,M,A2
2444,993,Priya Salvi,40,M,A1
2445,993,Harini Bhardwaj,56,F,A2
2446,993,Peter Sinha,42,M,A3
2447,994,Vansha Bhakta,23,T,A1
2448,994,Ethan Bhasin,37,F,A2
2449,995,Gautami Korpal,26,M,A1
2450,995,Matthew Issac,26,T,A2
2451,996,Kritika Varughese,27,T,A1
2452,996,Yauvani Pillai,25,F,A2
2453,997,Devika Hans,29,T,A1
2454,997,Banjeet Balakrishnan,49,F,A2
2455,998,Sarthak Dhar,16,M,A1
2456,998,Rajeshri Padmanabhan,46,M,A2
2457,999,Ekbal Om,37,M,A1
2458,999,Liam Barman,59,T,A2
2459,1000,Thomas Pillay,35,F,A1
2460,1000,Maanas Sura,18,M,A2
2461,1000,Ati Mutti,28,F,A3
2462,1000,Thomas Kothari,33,M,A4
2463,1001,Yasti Memon,55,T,A1
2464,1002,Odika Dayal,45,T,A1
2465,1003,Oviya Date,19,T,A1
2466,1004,Karan Choudhary,16,M,A1
2467,1004,Rajeshri Prabhu,21,F,A2
2468,1004,Quincy Din,62,T,A3
2469,1005,Waida Sheth,23,M,A1
2470,1005,Kashvi Dada,37,M,A2
2471,1005,Charles Shanker,23,M,A3
2472,1005,Samar Karpe,61,F,A4
2473,1006,Sai Dugal,36,T,A1
2474,1006,Anamika Nadig,18,T,A2
2475,1007,Sai Agrawal,62,T,A1
2476,1007,Ekalinga Devi,44,T,A2
2477,1008,Lipika Kulkarni,57,M,A1
2478,1008,Samarth Kala,46,M,A2
2479,1008,Siya Raj,50,T,A3
2480,1009,Zehaan Mangal,45,F,A1
2481,1009,Kiaan Bajwa,48,M,A2
2482,1009,Oni Mammen,16,F,A3
2483,1009,Ishaan Guha,16,T,A4
2484,1010,Aadi Brahmbhatt,59,M,A1
2485,1011,Tarak Viswanathan,30,M,A1
2486,1011,Bhavika Kumer,29,T,A2
2487,1011,Darsh Manda,54,T,A3
2488,1011,Anita Khurana,38,M,A4
2489,1012,Tanay Narayanan,42,M,A1
2490,1012,Harshil Maharaj,41,M,A2
2491,1013,Ronith Basak,33,T,A1
2492,1013,Harshil Rau,60,M,A2
2493,1013,Lakshmi Manda,23,F,A3
2494,1013,Imaran Sur,43,F,A4
2495,1014,Harshil Ravel,51,F,A1
2496,1014,Veda Chauhan,44,F,A2
2497,1014,Girik Chhabra,41,F,A3
2498,1015,Frederick Singhal,56,M,A1
2499,1015,Reva Parekh,16,T,A2
2500,1016,Sarthak Prasad,61,M,A1
